gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcd,fyr,act,at,bkvlps,capx,ceql,csho,dltt,dt,dvp,ebitda,emp,lct,lt,ni,ppegt,pstkl,revt,seq,teq,xad,xrd,cik,costat,dvpsp_f,mkvalt,prcc_f,gsector,naics,ipodate
157855,2015-01-31,2014,INDL,C,D,STD,CRM,79466L302,SALESFORCE INC,USD,1,3550.0720,10692.9820,6.1101,290.4540,3975.1830,650.5960,1495.9810,1495.9810,0.0000,304.6670,16.2270,4390.1030,6717.7990,-262.6880,1745.6930,0.0000,5373.5860,3975.1830,3975.1830,203.6000,792.9170,0001108524,A,0.0000,36726.1442,56.4500,45,513210,2004-06-23
157855,2016-01-31,2015,INDL,C,D,STD,CRM,79466L302,SALESFORCE INC,USD,1,4347.3270,12770.7720,7.4566,284.4760,5002.8690,670.9290,1490.6580,1506.0600,0.0000,602.9700,19.7420,5617.0050,7767.9030,-47.4260,2635.6650,0.0000,6667.2160,5002.8690,5002.8690,315.6000,946.3000,0001108524,A,0.0000,45663.4277,68.0600,45,513210,2004-06-23
157855,2017-01-31,2016,INDL,C,D,STD,CRM,79466L302,SALESFORCE INC,USD,1,5996.8270,17584.9230,10.6015,463.9580,7500.1270,707.4600,2209.1020,2228.6960,0.0000,708.9050,25.1780,7258.3530,10084.7960,179.6320,2985.8840,0.0000,8391.9840,7500.1270,7500.1270,350.3000,1208.1270,0001108524,A,0.0000,55960.0860,79.1000,45,513210,2004-06-23
157855,2018-01-31,2017,INDL,C,D,STD,CRM,79466L302,SALESFORCE INC,USD,1,9290.3710,21009.8020,12.8635,534.0270,9388.4960,729.8530,896.8740,2024.1300,0.0000,987.1530,29.4010,10129.5180,11621.3060,127.4780,3402.5460,0.0000,10480.0120,9388.4960,9388.4960,372.9000,1553.0730,0001108524,A,0.0000,83137.5552,113.9100,45,513210,2004-06-23
157855,2019-01-31,2018,INDL,C,D,STD,CRM,79466L302,SALESFORCE INC,USD,1,10683.0000,30737.0000,20.2662,595.0000,15605.0000,770.0000,3173.0000,3367.0000,0.0000,1420.0000,35.9950,11255.0000,15132.0000,1110.0000,3834.0000,0.0000,13282.0000,15605.0000,15605.0000,482.0000,1886.0000,0001108524,A,0.0000,117016.9000,151.9700,45,513210,2004-06-23
157855,2020-01-31,2019,INDL,C,D,STD,CRM,79466L302,SALESFORCE INC,USD,1,15963.0000,55126.0000,37.9451,643.0000,33885.0000,893.0000,5450.0000,6257.0000,0.0000,1405.0000,49.7030,14845.0000,21241.0000,126.0000,7216.0000,0.0000,17098.0000,33885.0000,33885.0000,660.0000,2766.0000,0001108524,A,0.0000,162802.8300,182.3100,45,513210,2004-06-23
158742,2010-12-31,2010,FS,C,D,STD,MKTX,57060D108,MARKETAXESS HOLDINGS INC,USD,12,,299.5210,,,,,0.9260,,0.0000,,0.2290,,34.7300,,22.6140,,146.2280,264.7910,264.7910,,,0001278021,A,0.2800,701.8589,20.8100,40,523210,2004-11-05
158742,2010-12-31,2010,INDL,C,D,STD,MKTX,57060D108,MARKETAXESS HOLDINGS INC,USD,12,,299.5210,6.8133,5.2050,229.7910,33.7270,0.9260,0.9260,0.0000,57.2600,0.2290,,34.7300,31.4280,22.6140,35.0000,146.2280,264.7910,264.7910,,,0001278021,A,0.2800,701.8589,20.8100,40,523210,2004-11-05
158742,2011-12-31,2011,FS,C,D,STD,MKTX,57060D108,MARKETAXESS HOLDINGS INC,USD,12,,349.4580,,,,,0.6480,,0.0000,,0.2320,,37.0190,,44.9300,,180.0990,312.4390,312.4390,,,0001278021,A,0.3600,,30.1100,40,523210,2004-11-05
158742,2011-12-31,2011,INDL,C,D,STD,MKTX,57060D108,MARKETAXESS HOLDINGS INC,USD,12,,349.4580,8.0590,7.2250,312.4390,38.7690,0.6480,0.6480,0.0000,84.5140,0.2320,,37.0190,47.7040,44.9300,0.0000,181.0990,312.4390,312.4390,,,0001278021,A,0.3600,,30.1100,40,523210,2004-11-05
158742,2012-12-31,2012,FS,C,D,STD,MKTX,57060D108,MARKETAXESS HOLDINGS INC,USD,12,,279.8410,,,,,0.3490,,0.0000,,0.2400,,37.1240,,55.0960,,198.2040,242.7170,242.7170,,,0001278021,A,1.7400,,35.3000,40,523210,2004-11-05
158742,2012-12-31,2012,INDL,C,D,STD,MKTX,57060D108,MARKETAXESS HOLDINGS INC,USD,12,,279.8410,6.4885,10.3600,242.7170,37.4070,0.3490,0.3490,0.0000,96.0190,0.2400,,37.1240,60.0690,55.0960,0.0000,198.2040,242.7170,242.7170,,,0001278021,A,1.7400,,35.3000,40,523210,2004-11-05
158742,2013-12-31,2013,FS,C,D,STD,MKTX,57060D108,MARKETAXESS HOLDINGS INC,USD,12,,351.5780,,,,,,,0.0000,,0.2930,,41.2160,,76.8180,,238.7330,310.3620,310.3620,,,0001278021,A,0.5200,2525.1265,66.9280,40,523210,2004-11-05
158742,2013-12-31,2013,INDL,C,D,STD,MKTX,57060D108,MARKETAXESS HOLDINGS INC,USD,12,,351.5780,8.2261,23.2820,310.3620,37.7290,,,0.0000,120.1030,0.2930,,41.2160,76.0160,76.8180,0.0000,238.7330,310.3620,310.3620,,,0001278021,A,0.5200,2525.1265,66.9280,40,523210,2004-11-05
158742,2014-12-31,2014,FS,C,D,STD,MKTX,57060D108,MARKETAXESS HOLDINGS INC,USD,12,,379.8840,,,,,,,0.0000,,0.3030,,45.6760,,88.6740,,261.8740,334.2080,334.2080,,,0001278021,A,0.6400,,71.7100,40,523210,2004-11-05
158742,2014-12-31,2014,INDL,C,D,STD,MKTX,57060D108,MARKETAXESS HOLDINGS INC,USD,12,,379.8840,8.9554,14.7870,334.2080,37.3190,,,0.0000,135.0150,0.3030,,45.6760,74.8060,88.6740,0.0000,261.8740,334.2080,334.2080,,,0001278021,A,0.6400,,71.7100,40,523210,2004-11-05
158742,2015-12-31,2015,FS,C,D,STD,MKTX,57060D108,MARKETAXESS HOLDINGS INC,USD,12,,439.0410,,,,,0.0000,,0.0000,,0.3420,,48.3280,,100.8780,,303.0980,390.7130,390.7130,,,0001278021,A,0.8000,4174.4703,111.5900,40,523210,2004-11-05
158742,2015-12-31,2015,INDL,C,D,STD,MKTX,57060D108,MARKETAXESS HOLDINGS INC,USD,12,,439.0410,10.4444,15.3840,390.7130,37.4090,0.0000,0.0000,0.0000,166.4420,0.3420,,48.3280,96.0370,100.8780,0.0000,303.0980,390.7130,390.7130,,,0001278021,A,0.8000,4174.4703,111.5900,40,523210,2004-11-05
158742,2016-12-31,2016,FS,C,D,STD,MKTX,57060D108,MARKETAXESS HOLDINGS INC,USD,12,,528.0420,,,,,0.0000,,0.0000,,0.3830,,60.0290,,106.2830,,369.9190,468.0130,468.0130,,,0001278021,A,1.0400,,146.9200,40,523210,2004-11-05
158742,2016-12-31,2016,INDL,C,D,STD,MKTX,57060D108,MARKETAXESS HOLDINGS INC,USD,12,,528.0420,12.4657,18.5030,468.0130,37.5440,0.0000,0.0000,0.0000,209.4400,0.3830,,60.0290,126.1720,106.2830,0.0000,369.9190,468.0130,468.0130,,,0001278021,A,1.0400,,146.9200,40,523210,2004-11-05
158742,2017-12-31,2017,FS,C,D,STD,MKTX,57060D108,MARKETAXESS HOLDINGS INC,USD,12,,581.2320,,,,,0.0000,,0.0000,,0.4290,,66.4640,,140.0120,,397.4710,514.7680,514.7680,,,0001278021,A,1.3200,,201.7500,40,523210,2004-11-05
158742,2017-12-31,2017,INDL,C,D,STD,MKTX,57060D108,MARKETAXESS HOLDINGS INC,USD,12,,581.2320,13.6830,25.5570,514.7680,37.6210,0.0000,0.0000,0.0000,221.0420,0.4290,,66.4640,148.0890,140.0120,0.0000,397.4710,514.7680,514.7680,,,0001278021,A,1.3200,,201.7500,40,523210,2004-11-05
158742,2018-12-31,2018,FS,C,D,STD,MKTX,57060D108,MARKETAXESS HOLDINGS INC,USD,12,,695.5390,,,,,0.0000,,0.0000,,0.4540,,87.6610,,183.6390,,441.0670,607.8780,607.8780,,,0001278021,A,1.6800,7953.7084,211.3100,40,523210,2004-11-05
158742,2018-12-31,2018,INDL,C,D,STD,MKTX,57060D108,MARKETAXESS HOLDINGS INC,USD,12,,695.5390,16.1498,47.5930,607.8780,37.6400,0.0000,0.0000,0.0000,249.0760,0.4540,,87.6610,172.8520,183.6390,0.0000,441.6770,607.8780,607.8780,,,0001278021,A,1.6800,7953.7084,211.3100,40,523210,2004-11-05
158742,2019-12-31,2019,FS,C,D,STD,MKTX,57060D108,MARKETAXESS HOLDINGS INC,USD,12,,954.9300,,,,,97.9910,,0.0000,,0.5270,,184.8390,,288.3800,,517.8940,770.0910,770.0910,,,0001278021,A,2.0400,,379.1100,40,523210,2004-11-05
158742,2019-12-31,2019,INDL,C,D,STD,MKTX,57060D108,MARKETAXESS HOLDINGS INC,USD,12,,954.9300,20.2997,34.7000,770.0910,37.9360,97.9910,97.9910,0.0000,287.9020,0.5270,,184.8390,204.9020,288.3800,0.0000,519.4150,770.0910,770.0910,,,0001278021,A,2.0400,,379.1100,40,523210,2004-11-05
160211,2010-12-31,2010,INDL,C,D,STD,DPZ,25754A201,DOMINO'S PIZZA INC,USD,12,305.0380,460.8370,-20.1309,25.4210,-1210.6510,60.1390,1451.3210,1452.1560,0.0000,251.8350,10.9000,186.1260,1671.4880,87.9170,285.8150,0.0000,1570.8940,-1210.6510,-1210.6510,30.2000,,0001286681,A,0.0000,959.2171,15.9500,25,722511,2004-07-13
160211,2011-12-31,2011,INDL,C,D,STD,DPZ,25754A201,DOMINO'S PIZZA INC,USD,12,326.8430,480.5430,-20.9511,24.3490,-1209.7390,57.7410,1450.3690,1451.2730,0.0000,280.9400,10.0000,197.1750,1690.2820,105.3610,281.0100,0.0000,1652.1930,-1209.7390,-1209.7390,28.5000,,0001286681,A,0.0000,1960.3070,33.9500,25,722511,2004-07-13
160211,2012-12-31,2012,INDL,C,D,STD,DPZ,25754A201,DOMINO'S PIZZA INC,USD,12,306.2670,478.1970,-23.7161,29.2670,-1335.5230,56.3130,1536.4430,1560.7920,0.0000,305.7240,10.0000,229.4980,1813.7200,112.3920,283.1580,0.0000,1678.4390,-1335.5230,-1335.5230,27.6000,,0001286681,A,3.0000,2452.4312,43.5500,25,722511,2004-07-13
160211,2013-12-31,2013,INDL,C,D,STD,DPZ,25754A201,DOMINO'S PIZZA INC,USD,12,351.5400,525.2550,-23.1348,40.3870,-1290.2020,55.7690,1512.2990,1536.4430,0.0000,339.5940,10.0000,254.6110,1815.4570,142.9850,297.4980,0.0000,1802.2230,-1290.2020,-1290.2020,29.6000,,0001286681,A,0.8000,3884.3109,69.6500,25,722511,2004-07-13
160211,2014-12-31,2014,INDL,C,D,STD,DPZ,25754A201,DOMINO'S PIZZA INC,USD,12,428.3610,619.2800,-21.9514,70.0930,-1219.4650,55.5530,1523.5460,1524.1110,0.0000,385.2780,11.0000,265.6080,1838.7450,162.5870,310.2200,0.0000,1993.8330,-1219.4650,-1219.4650,29.0000,,0001286681,A,1.0000,5231.4260,94.1700,25,722511,2004-07-13
160211,2015-12-31,2015,INDL,C,D,STD,DPZ,25754A201,DOMINO'S PIZZA INC,USD,12,602.6370,799.8450,-36.1221,63.2820,-1800.2510,49.8380,2181.4600,2240.7930,0.0000,437.8730,11.9000,375.9830,2600.0960,192.7890,336.1730,0.0000,2216.5280,-1800.2510,-1800.2510,32.0000,,0001286681,A,1.2400,5544.4775,111.2500,25,722511,2004-07-13
160211,2016-12-31,2016,INDL,C,D,STD,DPZ,25754A201,DOMINO'S PIZZA INC,USD,12,495.8730,716.2950,-39.1506,58.5550,-1883.1430,48.1000,2148.9900,2187.8770,0.0000,492.1820,14.1000,403.6980,2599.4380,214.6780,359.4980,0.0000,2472.6280,-1883.1430,-1883.1430,34.5000,,0001286681,A,1.5200,7659.4440,159.2400,25,722511,2004-07-13
160211,2017-12-31,2017,INDL,C,D,STD,DPZ,25754A201,DOMINO'S PIZZA INC,USD,12,579.7800,836.7530,-63.7648,90.0110,-2735.3840,42.8980,3121.4900,3153.8140,0.0000,566.2230,14.1000,398.2850,3572.1370,277.9050,406.8650,0.0000,2787.9790,-2735.3840,-2735.3840,39.8000,,0001286681,A,1.8400,8106.0061,188.9600,25,722511,2004-07-13
160211,2018-12-31,2018,INDL,C,D,STD,DPZ,25754A201,DOMINO'S PIZZA INC,USD,12,566.9510,907.3850,-74.1842,119.8880,-3039.9210,40.9780,3495.6910,3531.5840,0.0000,625.8860,14.5000,379.7430,3947.3060,361.9720,487.1210,0.0000,3432.8670,-3039.9210,-3039.9210,358.5260,,0001286681,A,2.2000,10162.1342,247.9900,25,722511,2004-07-13
160211,2019-12-31,2019,INDL,C,D,STD,DPZ,25754A201,DOMINO'S PIZZA INC,USD,12,787.6170,1382.0920,-87.7320,85.5650,-3415.7590,38.9340,4273.7860,4350.4980,0.0000,689.8460,13.1000,453.8310,4797.8510,400.7090,724.1140,0.0000,3618.7740,-3415.7590,-3415.7590,390.7990,,0001286681,A,2.6000,11438.0305,293.7800,25,722511,2004-07-13
160225,2010-12-31,2010,FS,C,D,STD,MA,57636Q104,MASTERCARD INC,USD,12,6454.0000,8837.0000,,,,,45.0000,,0.0000,,5.6000,3143.0000,3621.0000,,771.0000,,5596.0000,5205.0000,5216.0000,,,0001141391,A,0.6000,,224.1100,40,522320,2006-05-25
160225,2010-12-31,2010,INDL,C,D,STD,MA,57636Q104,MASTERCARD INC,USD,12,6454.0000,8837.0000,39.7638,61.0000,5205.0000,130.8980,,,0.0000,2912.0000,5.6000,3143.0000,,1846.0000,771.0000,0.0000,5539.0000,5205.0000,5216.0000,782.0000,,0001141391,A,0.6000,,224.1100,40,522320,2006-05-25
160225,2011-12-31,2011,FS,C,D,STD,MA,57636Q104,MASTERCARD INC,USD,12,7741.0000,10693.0000,,,,,46.0000,,0.0000,,6.7000,4217.0000,4816.0000,,819.0000,,6772.0000,5868.0000,5877.0000,,,0001141391,A,0.6000,,372.8200,40,522320,2006-05-25
160225,2011-12-31,2011,INDL,C,D,STD,MA,57636Q104,MASTERCARD INC,USD,12,7741.0000,10693.0000,46.2543,77.0000,5868.0000,126.8640,,,0.0000,3679.0000,6.7000,4217.0000,,1906.0000,819.0000,0.0000,6714.0000,5868.0000,5877.0000,841.0000,,0001141391,A,0.6000,,372.8200,40,522320,2006-05-25
160225,2012-12-31,2012,FS,C,D,STD,MA,57636Q104,MASTERCARD INC,USD,12,9357.0000,12462.0000,,,,,48.0000,,0.0000,,7.5000,4906.0000,5533.0000,,858.0000,,7406.0000,6917.0000,6929.0000,,,0001141391,A,1.0500,,491.2800,40,522320,2006-05-25
160225,2012-12-31,2012,INDL,C,D,STD,MA,57636Q104,MASTERCARD INC,USD,12,9357.0000,12462.0000,56.1244,96.0000,6917.0000,123.2440,,,0.0000,4187.0000,7.5000,4906.0000,,2759.0000,858.0000,0.0000,7391.0000,6917.0000,6929.0000,775.0000,,0001141391,A,1.0500,,491.2800,40,522320,2006-05-25
160225,2013-12-31,2013,FS,C,D,STD,MA,57636Q104,MASTERCARD INC,USD,12,10950.0000,14242.0000,,,,,1.0000,,0.0000,,8.2000,6032.0000,6747.0000,,920.0000,,8357.0000,7484.0000,7495.0000,,,0001141391,A,2.1000,,835.4600,40,522320,2006-05-25
160225,2013-12-31,2013,INDL,C,D,STD,MA,57636Q104,MASTERCARD INC,USD,12,10950.0000,14242.0000,62.6701,155.0000,7484.0000,119.4190,1.0000,9.0000,0.0000,4856.0000,8.2000,6032.0000,6747.0000,3116.0000,920.0000,0.0000,8346.0000,7484.0000,7495.0000,841.0000,,0001141391,A,2.1000,,835.4600,40,522320,2006-05-25
160225,2014-12-31,2014,FS,C,D,STD,MA,57636Q104,MASTERCARD INC,USD,12,10997.0000,15329.0000,,,,,1501.0000,,0.0000,,10.3000,6222.0000,8505.0000,,1052.0000,,9494.0000,6790.0000,6824.0000,,,0001141391,A,0.4400,,86.1600,40,522320,2006-05-25
160225,2014-12-31,2014,INDL,C,D,STD,MA,57636Q104,MASTERCARD INC,USD,12,10997.0000,15329.0000,5.8912,175.0000,6790.0000,1152.5620,1501.0000,1505.0000,0.0000,5514.0000,10.3000,6222.0000,8505.0000,3617.0000,1052.0000,0.0000,9473.0000,6790.0000,6824.0000,862.0000,,0001141391,A,0.4400,,86.1600,40,522320,2006-05-25
160225,2015-12-31,2015,FS,C,D,STD,MA,57636Q104,MASTERCARD INC,USD,12,10985.0000,16269.0000,,,,,3292.0000,,0.0000,,11.3000,6269.0000,10207.0000,,1166.0000,,9608.0000,6028.0000,6062.0000,,,0001141391,A,0.6400,108653.7600,97.3600,40,522320,2006-05-25
160225,2015-12-31,2015,INDL,C,D,STD,MA,57636Q104,MASTERCARD INC,USD,12,10985.0000,16269.0000,5.4014,177.0000,6028.0000,1116.0000,3292.0000,3298.0000,0.0000,5584.0000,11.3000,6269.0000,10207.0000,3808.0000,1166.0000,0.0000,9667.0000,6028.0000,6062.0000,821.0000,,0001141391,A,0.6400,108653.7600,97.3600,40,522320,2006-05-25
160225,2016-12-31,2016,FS,C,D,STD,MA,57636Q104,MASTERCARD INC,USD,12,13228.0000,18675.0000,,,,,5182.0000,,0.0000,,11.9000,7206.0000,12991.0000,,1336.0000,,10756.0000,5656.0000,5684.0000,,,0001141391,A,0.7600,111613.2500,103.2500,40,522320,2006-05-25
160225,2016-12-31,2016,INDL,C,D,STD,MA,57636Q104,MASTERCARD INC,USD,12,13228.0000,18675.0000,5.2322,215.0000,5656.0000,1081.0000,5182.0000,5187.0000,0.0000,6251.0000,11.9000,7206.0000,12991.0000,4059.0000,1336.0000,0.0000,10776.0000,5656.0000,5684.0000,811.0000,,0001141391,A,0.7600,111613.2500,103.2500,40,522320,2006-05-25
160225,2017-12-31,2017,FS,C,D,STD,MA,57636Q104,MASTERCARD INC,USD,12,13797.0000,21329.0000,,,,,5432.0000,,0.0000,,13.4000,8793.0000,15761.0000,,1543.0000,,12551.0000,5468.0000,5497.0000,,,0001141391,A,0.8800,159533.4400,151.3600,40,522320,2006-05-25
160225,2017-12-31,2017,INDL,C,D,STD,MA,57636Q104,MASTERCARD INC,USD,12,13797.0000,21329.0000,5.1879,300.0000,5468.0000,1054.0000,5432.0000,5436.0000,0.0000,7240.0000,13.4000,8793.0000,15761.0000,3915.0000,1543.0000,0.0000,12497.0000,5468.0000,5497.0000,898.0000,,0001141391,A,0.8800,159533.4400,151.3600,40,522320,2006-05-25
160225,2018-12-31,2018,FS,C,D,STD,MA,57636Q104,MASTERCARD INC,USD,12,16171.0000,24860.0000,,,,,5838.0000,,0.0000,,14.8000,11593.0000,19371.0000,,1768.0000,,15058.0000,5395.0000,5418.0000,,,0001141391,A,1.0000,194498.1500,188.6500,40,522320,2006-05-25
160225,2018-12-31,2018,INDL,C,D,STD,MA,57636Q104,MASTERCARD INC,USD,12,16171.0000,24860.0000,5.2328,330.0000,5395.0000,1031.0000,5838.0000,6342.0000,0.0000,8869.0000,14.8000,11593.0000,19371.0000,5859.0000,1768.0000,0.0000,14950.0000,5395.0000,5418.0000,907.0000,,0001141391,A,1.0000,194498.1500,188.6500,40,522320,2006-05-25
160225,2019-12-31,2019,FS,C,D,STD,MA,57636Q104,MASTERCARD INC,USD,12,16902.0000,29236.0000,,,,,9183.0000,,0.0000,,18.6000,11904.0000,23245.0000,,2928.0000,,17174.0000,5893.0000,5917.0000,,,0001141391,A,1.3200,300680.1300,298.5900,40,522320,2006-05-25
160225,2019-12-31,2019,INDL,C,D,STD,MA,57636Q104,MASTERCARD INC,USD,12,16902.0000,29236.0000,5.8520,422.0000,5893.0000,1007.0000,9183.0000,9289.0000,0.0000,10186.0000,18.6000,11904.0000,23245.0000,8118.0000,2928.0000,0.0000,16883.0000,5893.0000,5917.0000,934.0000,,0001141391,A,1.3200,300680.1300,298.5900,40,522320,2006-05-25
160329,2010-12-31,2010,INDL,C,D,STD,GOOGL,02079K305,ALPHABET INC,USD,12,41562.0000,57851.0000,143.9180,4018.0000,46241.0000,321.3010,0.0000,0.0000,0.0000,11762.0000,24.4000,9996.0000,11610.0000,8505.0000,11771.0000,0.0000,29321.0000,46241.0000,46241.0000,772.0000,3762.0000,0001652044,A,0.0000,190843.1550,593.9700,50,518210,2004-08-19
160329,2011-12-31,2011,INDL,C,D,STD,GOOGL,02079K305,ALPHABET INC,USD,12,52758.0000,72574.0000,178.9655,3438.0000,58145.0000,324.8950,2986.0000,2986.0000,0.0000,14079.0000,32.4670,8913.0000,14429.0000,9737.0000,14400.0000,0.0000,37905.0000,58145.0000,58145.0000,1544.0000,5162.0000,0001652044,A,0.0000,209849.6805,645.9000,50,518210,2004-08-19
160329,2012-12-31,2012,INDL,C,D,STD,GOOGL,02079K305,ALPHABET INC,USD,12,60454.0000,93798.0000,217.3320,3273.0000,71715.0000,329.9790,2988.0000,2988.0000,0.0000,16258.0000,53.8610,14337.0000,22083.0000,10737.0000,17697.0000,0.0000,50175.0000,71715.0000,71715.0000,2332.0000,6793.0000,0001652044,A,0.0000,233420.5450,707.3800,50,518210,2004-08-19
160329,2013-12-31,2013,INDL,C,D,STD,GOOGL,02079K305,ALPHABET INC,USD,12,72886.0000,110920.0000,259.9782,7358.0000,87309.0000,335.8320,2236.0000,3245.0000,0.0000,18028.0000,47.7560,15908.0000,23611.0000,12920.0000,23837.0000,0.0000,59825.0000,87309.0000,87309.0000,2848.0000,7952.0000,0001652044,A,0.0000,376370.2807,1120.7100,50,518210,2004-08-19
160329,2014-12-31,2014,INDL,C,D,STD,GOOGL,02079K305,ALPHABET INC,USD,12,80685.0000,131133.0000,153.6376,10959.0000,104500.0000,680.1720,3228.0000,3238.0000,0.0000,21476.0000,53.6000,16805.0000,26633.0000,14444.0000,32746.0000,0.0000,66001.0000,104500.0000,104500.0000,3004.0000,9832.0000,0001652044,A,0.0000,359263.2864,530.6600,50,518210,2004-08-19
160329,2015-12-31,2015,INDL,C,D,STD,GOOGL,02079K305,ALPHABET INC,USD,12,90114.0000,147461.0000,175.0656,9915.0000,120331.0000,687.3480,1995.0000,3220.0000,0.0000,24384.0000,61.8140,19310.0000,27130.0000,16348.0000,40146.0000,0.0000,74989.0000,120331.0000,120331.0000,3186.0000,12282.0000,0001652044,A,0.0000,528168.4352,778.0100,50,518210,2004-08-19
160329,2016-12-31,2016,INDL,C,D,STD,GOOGL,02079K305,ALPHABET INC,USD,12,105408.0000,167497.0000,201.1246,10212.0000,139036.0000,691.2930,3935.0000,3935.0000,0.0000,29816.0000,72.0530,16756.0000,28461.0000,19478.0000,47527.0000,0.0000,90272.0000,139036.0000,139036.0000,3868.0000,13948.0000,0001652044,A,0.0000,540659.3335,792.4500,50,518210,2004-08-19
160329,2017-12-31,2017,INDL,C,D,STD,GOOGL,02079K305,ALPHABET INC,USD,12,124308.0000,197295.0000,219.4959,13184.0000,152502.0000,694.7830,3969.0000,3969.0000,0.0000,35781.0000,80.1100,24183.0000,44793.0000,12662.0000,59647.0000,0.0000,110855.0000,152502.0000,152502.0000,5100.0000,16625.0000,0001652044,A,0.0000,729439.0252,1053.4000,50,518210,2004-08-19
160329,2018-12-31,2018,INDL,C,D,STD,GOOGL,02079K305,ALPHABET INC,USD,12,135676.0000,232792.0000,255.3756,25139.0000,177628.0000,695.5560,4012.0000,4012.0000,0.0000,40421.0000,98.7710,34620.0000,55164.0000,30736.0000,82507.0000,0.0000,136819.0000,177628.0000,177628.0000,6400.0000,21419.0000,0001652044,A,0.0000,723558.7085,1044.9600,50,518210,2004-08-19
160329,2019-12-31,2019,INDL,C,D,STD,GOOGL,02079K305,ALPHABET INC,USD,12,152578.0000,275909.0000,292.6511,23548.0000,201442.0000,688.3350,14768.0000,15967.0000,0.0000,48133.0000,118.8990,45221.0000,74467.0000,34343.0000,115148.0000,0.0000,161857.0000,201442.0000,201442.0000,6800.0000,26018.0000,0001652044,A,0.0000,921138.3192,1339.3900,50,518210,2004-08-19
160479,2010-12-31,2010,FS,C,D,STD,EXR,30225T102,EXTRA SPACE STORAGE INC,USD,12,,2248.4680,,,,,883.5630,,0.0000,,2.1250,,1309.3970,,13.5520,,296.0110,881.4010,939.0710,,,0001289490,A,0.4000,,17.4000,60,531130,2004-08-12
160479,2010-12-31,2010,INDL,C,D,STD,EXR,30225T102,EXTRA SPACE STORAGE INC,USD,12,,2248.4680,10.0631,1.9450,881.4010,87.5870,883.5630,1076.4510,0.0000,,2.1250,,1309.3970,26.3310,13.5520,0.0000,293.9980,881.4010,939.0710,6.4300,0.0000,0001289490,A,0.4000,,17.4000,60,531130,2004-08-12
160479,2011-12-31,2011,FS,C,D,STD,EXR,30225T102,EXTRA SPACE STORAGE INC,USD,12,,2516.2500,,,,,1110.3420,,0.0000,,2.2390,,1442.4890,,12.1460,,343.7460,1018.9470,1073.7610,,,0001289490,A,0.5600,2296.6163,24.2300,60,531130,2004-08-12
160479,2011-12-31,2011,INDL,C,D,STD,EXR,30225T102,EXTRA SPACE STORAGE INC,USD,12,,2516.2500,10.7502,5.0160,1018.9470,94.7840,1110.3420,1148.6560,0.0000,,2.2390,,1442.4890,50.4490,12.1460,0.0000,342.9940,1018.9470,1073.7610,5.9580,0.0000,0001289490,A,0.5600,2296.6163,24.2300,60,531130,2004-08-12
160479,2012-12-31,2012,FS,C,D,STD,EXR,30225T102,EXTRA SPACE STORAGE INC,USD,12,,3223.4770,,,,,1382.1160,,0.0000,,2.2830,,1678.1460,,15.0900,,457.5510,1491.8070,1545.3310,,,0001289490,A,0.8500,4029.7194,36.3900,60,531130,2004-08-12
160479,2012-12-31,2012,INDL,C,D,STD,EXR,30225T102,EXTRA SPACE STORAGE INC,USD,12,,3223.4770,13.4716,3.3670,1491.8070,110.7370,1382.1160,1492.5990,0.0000,,2.2830,,1678.1460,117.3090,15.0900,0.0000,457.5510,1491.8070,1545.3310,6.0260,0.0000,0001289490,A,0.8500,4029.7194,36.3900,60,531130,2004-08-12
160479,2013-12-31,2013,FS,C,D,STD,EXR,30225T102,EXTRA SPACE STORAGE INC,USD,12,,3977.1400,,,,,1917.6430,,0.0000,,2.5840,,2045.2450,,21.7740,,584.8570,1758.4700,1931.8950,,,0001289490,A,1.4500,4876.8003,42.1300,60,531130,2004-08-12
160479,2013-12-31,2013,INDL,C,D,STD,EXR,30225T102,EXTRA SPACE STORAGE INC,USD,12,,3977.1400,15.1912,6.5240,1758.4700,115.7560,1917.6430,1946.6470,0.0000,,2.5840,,2045.2450,172.0760,21.7740,0.0000,583.8970,1758.4700,1931.8950,6.4820,0.0000,0001289490,A,1.4500,4876.8003,42.1300,60,531130,2004-08-12
160479,2014-12-31,2014,FS,C,D,STD,EXR,30225T102,EXTRA SPACE STORAGE INC,USD,12,,4402.1070,,,,,2118.4180,,0.0000,,2.6430,,2490.1240,,24.9130,,657.8900,1737.4250,1911.9830,,,0001289490,A,1.8100,,58.6400,60,531130,2004-08-12
160479,2014-12-31,2014,INDL,C,D,STD,EXR,30225T102,EXTRA SPACE STORAGE INC,USD,12,,4402.1070,14.9315,4.8300,1737.4250,116.3600,2118.4180,2369.8840,0.0000,,2.6430,,2490.1240,178.3550,24.9130,0.0000,668.1750,1737.4250,1911.9830,8.3700,0.0000,0001289490,A,1.8100,,58.6400,60,531130,2004-08-12
160479,2015-12-31,2015,FS,C,D,STD,EXR,30225T102,EXTRA SPACE STORAGE INC,USD,12,,6071.4070,,,,,3368.1440,,0.0000,,3.2090,,3698.8030,,30.5470,,807.2900,2089.0770,2372.6040,,,0001289490,A,2.2400,,88.2100,60,531130,2004-08-12
