PCOMMFEES,PEXECDIRPD,PDIRPENSN,ANNDIRRET,DIRMTGFEE,NUMMTGS,DIRSTK,DIRSTKAD,DIROPT,DIROPTAD,SALES,SALECHG,SALE3LS,SALE5LS,OIBD,OIBDCHG,OIBD3LS,OIBD5LS,PRETAX,NIBEX,NI,NICHG,NI3LS,NI5LS,NIAC,EPSEX,EPSEXCHG,EPSEX3LS,EPSEX5LS,EPSIN,EPSINCHG,COMMEQ,SEQ,ROEPER,ROEAVG,ASSETS,ASSETCHG,ROA,MKTVAL,DIVYIELD,PRCCF,PRCC,SHRSOUT,TRS1YR,TRS3YR,TRS5YR,EMPL,AJEX,BS_VOLATILITY,BS_YIELD,SRCDATE,GVKEY,YEAR,FYR,NAICS,CONAME,CUSIP,TICKER,SIC
0,0,0,,,,,,,,26.243,53.846,,,1.654,-1.606,,,2.102,1.479,1.479,110.984,,,1.479,0.37,117.647,,,0.37,117.647,18.117,18.117,8.164,8.502,22.695,14.569,6.517,23.924,0,6.125,5.875,0.488,-12.5,,,0.164,8,0.602,0,,020904,1992,9,334517,HOLOGIC INC,43644010,HOLX,3844
0,0,0,,,,,,,,24.848,-5.316,7.793,,-0.612,,,,-2.075,-1.775,-1.775,,,,-1.775,-0.45,,,,-0.45,,16.312,16.312,-10.882,-10.311,22.166,-2.331,-8.008,19.73,0,5,4.375,0.493,-18.367,-34.447,,0.154,8,0.553,0,,020904,1993,9,,HOLOGIC INC,43644010,HOLX,3844
0,0,0,,,,,,,,38.484,54.878,31.155,,4.689,,40.768,,4.33,2.995,2.995,,62.265,,2.995,0.71,,61.041,,0.71,,19.872,19.872,15.071,16.554,28.497,28.562,10.51,62.891,0,15.625,15,0.503,212.5,30.689,,0.183,8,0.559,0,,020904,1994,9,,HOLOGIC INC,43644010,HOLX,3844
1,0,0,3,0.6,5,0,0,2,3,43.4,12.774,18.257,16.948,5.278,12.561,47.224,9.168,2.52,1.87,1.87,-37.563,8.133,-6.579,1.87,0.43,-39.437,5.137,-10.289,0.43,-39.437,22.672,22.672,8.248,8.791,33.862,18.827,5.522,94.806,0,23,41,0.515,47.2,55.432,5.319,0.191,8,0.58,0,1996-01-16,020904,1995,9,,HOLOGIC INC,43644010,HOLX,3844
1,0,0,3,0.6,5,0,0,4,1,91.591,111.039,54.473,39.954,18.36,247.859,,61.31,17.057,11.357,11.357,507.326,,74.546,11.357,0.91,323.256,,60.666,0.91,323.256,107.272,107.272,10.587,17.48,123.107,263.555,9.225,360.388,0,28,24.75,3.218,143.478,123.738,51.572,0.294,4,0.599,0,1997-01-16,020904,1996,9,,HOLOGIC INC,43644010,HOLX,3844
1,0,0,12,1.5,6,0,0,8,2,106.689,16.484,40.48,32.38,23.646,28.791,71.485,70.233,27.569,17.729,17.729,56.106,80.896,64.34,17.729,1.3,42.857,54.136,47.691,1.3,42.857,126.766,126.766,13.986,15.151,144.667,17.513,12.255,367.934,0,28.062,20.687,3.278,0.221,53.147,55.743,0.339,4,0.606,0,1998-01-09,020904,1997,9,,HOLOGIC INC,43644010,HOLX,3844
1,0,0,12,1.5,5,0,0,8,2,115.564,8.319,38.605,35.99,12.705,-46.27,34.02,,16.188,10.388,10.388,-41.407,77.105,,10.388,0.78,-40,53.657,,0.78,-40,140.382,140.382,7.4,7.777,172.597,19.306,6.019,173.888,0,13,12.125,3.333,-53.674,4.171,39.06,0.396,4,0.615,0,1999-01-18,020904,1998,9,,HOLOGIC INC,43644010,HOLX,3844
1,0,0,12,1.5,15,0,0,8,2,84.14,-27.192,-2.789,16.935,-6.004,,,,-5.822,-3.747,-3.747,,,,-3.747,-0.27,,,,-0.27,,150.422,150.422,-2.491,-2.577,175.77,1.838,-2.132,61.662,0,4.031,5.75,3.815,-68.99,-47.588,-12.395,0.436,4,0.659,0,2000-02-10,020904,1999,9,,HOLOGIC INC,43644010,HOLX,3844
1,0,0,12,1.5,13,0,0,3,22,93.746,11.417,-4.219,16.652,-14.617,,,,-29.019,-18.619,-18.619,,,,-18.619,-1.22,,,,-1.22,,131.572,131.572,-14.151,-13.205,219.655,24.967,-8.476,114.329,0,7.438,5.313,3.844,84.496,-35.765,-8.347,0.846,4,0.57,0,2001-01-29,020904,2000,9,,HOLOGIC INC,43644010,HOLX,3844
1,0,0,12,1.5,5,0,0,3,22,176.344,88.108,15.128,13.999,-13.725,,,,-20.681,-20.85,-20.85,,,,-20.85,-1.35,,,,-1.35,,111.808,111.808,-18.648,-17.134,195.119,-11.17,-10.686,78.629,0,5.05,9.29,3.906,-32.101,-27.035,-29.005,0.78,4,0.647,0,2002-01-25,020904,2001,9,,HOLOGIC INC,43644010,HOLX,3844
1,0,0,12,1.5,9,0,0,3,22,190.192,7.853,31.239,12.257,11.703,,,-13.122,-0.25,0.179,0.179,,,-60.113,0.179,0.01,,,-62.224,0.01,,142.409,142.409,0.126,0.141,184.275,-5.558,0.097,190.59,0,9.8,12.21,4.854,94.059,34.461,-18.975,0.729,4,0.657,0,2003-01-23,020904,2002,9,,HOLOGIC INC,43644010,HOLX,3844
1,0,0,12,1.5,6,0,0,3,22,204.035,7.278,29.594,12.041,8.516,-27.232,,-7.689,3.265,3.089,2.882,1510.056,,-21.538,2.882,0.16,1500,,-27.154,0.15,1400,148.927,148.927,2.074,2.121,188.603,2.349,1.638,269.049,0,13.6,17.25,4.98,38.776,22.284,0.906,0.722,4,0.685,0,2004-01-22,020904,2003,9,,HOLOGIC INC,43644010,HOLX,3844
1,0,0,24,1.5,7,0,0,3,22,228.705,12.091,9.053,22.139,19.039,123.567,,,12.927,12.164,12.164,322.068,,,12.164,0.6,275,,,0.6,300,166.275,166.275,7.316,7.718,211.751,12.273,5.744,395.228,0,19.27,27.47,5.135,41.691,56.266,36.738,0.761,4,0.617,0,2005-01-25,020904,2004,9,,HOLOGIC INC,43644010,HOLX,3844
1,0,0,24,1.5,8,0,0,16,34,287.684,25.788,14.791,25.139,39.052,105.116,49.434,,34.695,28.256,28.256,132.292,440.445,,28.256,1.32,120,409.164,,1.32,120,217.834,217.834,12.971,14.712,279.839,32.155,10.097,1276.275,0,57.75,37.92,5.526,199.689,80.624,50.669,0.87,4,0.596,0,2006-01-30,020904,2005,9,,HOLOGIC INC,43644010,HOLX,3844
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021808,1992,,713210,CAESARS ENTERTAINMENT INC,12769G10,CZR,7990
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021808,1993,,,CAESARS ENTERTAINMENT INC,12769G10,CZR,7990
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021808,1994,,,CAESARS ENTERTAINMENT INC,12769G10,CZR,7990
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021808,1995,,,CAESARS ENTERTAINMENT INC,12769G10,CZR,7990
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021808,1996,,,CAESARS ENTERTAINMENT INC,12769G10,CZR,7990
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021808,1997,,,CAESARS ENTERTAINMENT INC,12769G10,CZR,7990
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021808,1998,,,CAESARS ENTERTAINMENT INC,12769G10,CZR,7990
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021808,1999,,,CAESARS ENTERTAINMENT INC,12769G10,CZR,7990
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021808,2000,,,CAESARS ENTERTAINMENT INC,12769G10,CZR,7990
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021808,2001,,,CAESARS ENTERTAINMENT INC,12769G10,CZR,7990
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021808,2002,,,CAESARS ENTERTAINMENT INC,12769G10,CZR,7990
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021808,2003,,,CAESARS ENTERTAINMENT INC,12769G10,CZR,7990
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021808,2004,,,CAESARS ENTERTAINMENT INC,12769G10,CZR,7990
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021808,2005,,,CAESARS ENTERTAINMENT INC,12769G10,CZR,7990
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021825,1992,,522110,CITIZENS FINANCIAL GROUP INC,17461010,CFG,6020
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021825,1993,,,CITIZENS FINANCIAL GROUP INC,17461010,CFG,6020
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021825,1994,,,CITIZENS FINANCIAL GROUP INC,17461010,CFG,6020
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021825,1995,,,CITIZENS FINANCIAL GROUP INC,17461010,CFG,6020
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021825,1996,,,CITIZENS FINANCIAL GROUP INC,17461010,CFG,6020
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021825,1997,,,CITIZENS FINANCIAL GROUP INC,17461010,CFG,6020
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021825,1998,,,CITIZENS FINANCIAL GROUP INC,17461010,CFG,6020
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021825,1999,,,CITIZENS FINANCIAL GROUP INC,17461010,CFG,6020
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021825,2000,,,CITIZENS FINANCIAL GROUP INC,17461010,CFG,6020
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021825,2001,,,CITIZENS FINANCIAL GROUP INC,17461010,CFG,6020
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021825,2002,,,CITIZENS FINANCIAL GROUP INC,17461010,CFG,6020
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021825,2003,,,CITIZENS FINANCIAL GROUP INC,17461010,CFG,6020
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021825,2004,,,CITIZENS FINANCIAL GROUP INC,17461010,CFG,6020
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021825,2005,,,CITIZENS FINANCIAL GROUP INC,17461010,CFG,6020
0,0,0,0,0,,0,0,3,0,807.302,61.646,,,115.133,50.188,,,52.503,25.875,25.429,70.287,,,25.429,1.18,28.261,,,1.16,28.889,264.637,264.637,9.778,13.516,1072.016,120.881,2.414,548.569,0,21.25,21.25,3.82,25,,,13.3,6.7575,0.371,0,1993-04-26,022260,1992,12,622110,HCA HEALTHCARE INC,40412C10,HCA,8062
1,0,0,26,1,9,0,0,2,1,10252,1169.909,228.077,,1938,1583.271,252.066,,978,575,507,1893.787,287.947,,507,1.7,44.068,26.49,,1.5,29.31,3471,3471,16.566,30.785,10216,852.971,5.628,11152.426,0.181,33.125,33.125,49.823,56.184,41.365,,131.6,6.7575,0.367,0,1994-04-11,022260,1993,12,,HCA HEALTHCARE INC,40412C10,HCA,8062
1,0,0,26,1,7,0,0,0.645,0.645,11132,8.584,181.428,,2214,14.241,206.811,,1260,745,630,24.26,265.947,,630,2.13,25.294,32.291,,1.8,20,5022,5022,14.835,17.544,12339,20.781,6.038,13211.829,0.247,36.5,36.5,53.565,10.428,29.184,,157,6.7575,0.347,0.06,1995-05-08,022260,1994,12,,HCA HEALTHCARE INC,40412C10,HCA,8062
1,0,0,26,1,4,0,0,0.57,0.57,17695,58.956,179.858,127.507,3498,57.995,212.037,139.479,1892,1064,961,52.54,245.16,155.105,961,2.37,11.268,26.17,23.053,2.14,18.889,7129,7129,14.925,17.513,19892,61.212,5.349,22625.311,0.236,50.75,50.75,65.974,39.414,33.97,34.179,240,6.7575,0.322,0.143,1996-04-02,022260,1995,12,,HCA HEALTHCARE INC,40412C10,HCA,8062
1,0,0,26,1,4,0,0,0.701,0.701,19909,12.512,24.761,108.985,3970,13.493,27.002,120.214,2656,1505,1505,56.608,37.813,150.684,1505,2.22,40.506,25.121,29.34,2.22,55.607,8609,8609,17.482,19.126,21272,6.937,7.075,27363.584,0.196,40.75,40.75,149.056,20.715,22.946,29.401,285,4.505,0.293,0.221,1997-04-14,022260,1996,12,,HCA HEALTHCARE INC,40412C10,HCA,8062
1,0,0,0,1.2,17,1.183,0,1.183,1.183,18819,-5.475,19.126,87.721,2627,-33.829,5.867,86.918,538,182,-305,,-37.487,47.72,-305,0.28,-87.387,-41.795,-18.666,-0.46,,7250,7250,2.51,2.295,22002,3.432,0.827,19003.016,0.27,29.625,29.625,142.387,-27.125,7.041,16.164,295,4.505,0.284,0.226,1998-03-27,022260,1997,12,,HCA HEALTHCARE INC,40412C10,HCA,8062
1,0,0,0,1.2,8,1.497,0,1.497,1.497,18681,-0.733,1.824,12.75,2609,-0.685,-9.312,6.127,1151,532,379,,-20.63,-1.543,379,0.82,192.857,-19.638,-6.267,0.59,,7581,7581,7.018,7.174,19429,-11.694,2.738,15976.274,0.323,24.75,24.75,142.637,-16.2,-9.664,2.564,260,4.505,,,1999-04-20,022260,1998,12,,HCA HEALTHCARE INC,40412C10,HCA,8062
1,0,0,0,1.2,8,1.747,0,3.75,0,16657,-10.835,-5.771,8.394,2680,2.721,-12.277,3.894,1284,657,657,73.351,-24.141,-2.483,657,1.12,36.585,-20.392,-4.636,1.12,89.831,5617,5617,11.697,9.956,16885,-13.094,3.891,16511.057,0.273,29.313,29.313,125.255,25.587,-8.465,5.237,168,4.505,0.353,0.263,2000-04-17,022260,1999,12,,HCA HEALTHCARE INC,40412C10,HCA,8062
1,0,0,0,1.2,7,1.234,0,,0,16670,0.078,-3.961,-1.186,2949,10.037,3.929,-3.357,600,219,219,-66.667,6.363,-27.105,219,0.39,-65.179,11.678,-24.407,0.39,-65.179,4405,4405,4.972,4.37,17568,4.045,1.247,24312.84,0.182,44.01,44.01,120.531,50.52,16.572,6.862,164,4.505,,,2001-04-16,022260,2000,12,,HCA HEALTHCARE INC,40412C10,HCA,8062
1,0,0,0,1.5,6,0.971,0,6.95,0.35,17953,7.696,-1.316,-2.047,3113,5.561,6.064,-4.747,1624,903,886,304.566,19.287,-9.712,886,1.72,341.026,28.008,-4.976,1.69,333.333,4762,4762,18.963,19.701,17730,0.922,5.093,19849.025,0.208,38.54,38.54,113.051,-12.254,18.374,0.258,174,4.505,0.414,0.259,2002-04-15,022260,2001,12,,HCA HEALTHCARE INC,40412C10,HCA,8062
1,0,0,0,1.5,8,1.115,0,,18.478,19729,9.892,5.804,0.949,3694,18.664,11.289,7.055,1603,833,833,-5.982,8.233,35.555,833,1.63,-5.233,13.324,42.235,1.63,-3.55,5702,5702,14.609,15.921,18741,5.702,4.445,22127.468,0.193,41.5,41.5,114.135,7.872,12.523,8.438,178,4.505,0.395,0.221,2003-04-14,022260,2002,12,,HCA HEALTHCARE INC,40412C10,HCA,8062
1,0,0,50,1.5,6,0,0,,0,21808,10.538,9.369,3.144,3717,0.623,8.02,7.336,2306,1332,1332,59.904,82.538,20.149,1332,2.66,63.19,89.644,26.536,2.66,63.19,6209,6209,21.453,22.366,21063,12.39,6.324,21286.852,0.186,42.96,42.96,108.927,3.744,-0.605,13.169,188,4.505,0.373,0.194,2004-04-13,022260,2003,12,,HCA HEALTHCARE INC,40412C10,HCA,8062
1,0,0,55,2,11,0,0,,0,23502,7.768,9.393,7.128,3756,1.049,6.459,6.984,2141,1246,1246,-6.456,11.329,13.656,1246,2.62,-1.504,15.06,18.527,2.62,-1.504,4407,4407,28.273,23.474,21465,1.909,5.805,19310.47,1.026,39.96,39.96,93.816,-5.999,1.703,6.798,191.4,4.505,0.31,0.196,2005-04-18,022260,2004,12,,HCA HEALTHCARE INC,40412C10,HCA,8062
1,0,0,55,1.5,12,0,0,,0,24455,4.055,7.421,7.966,4064,8.2,3.233,6.624,2327,1424,1424,14.286,19.57,45.416,1424,3.25,24.046,25.863,52.814,3.25,24.046,4863,4863,29.282,30.723,22225,3.541,6.407,23920.184,1.149,50.5,50.5,92.678,27.87,7.635,3.371,191.1,4.505,0.238,0.468,2006-04-13,022260,2005,12,,HCA HEALTHCARE INC,40412C10,HCA,8062
0,0,0,,,,,,,,127.55,-15.513,,,-7.51,,,,-23.704,-22.992,-25.269,,,,-25.269,-1.37,,,,-1.51,,29.483,29.483,-77.984,-60.155,69.548,-19.894,-33.059,146.837,0,8.5,8.5,2.879,-49.254,,,0.749,6,0.459,0,,022815,1992,12,334519,TRIMBLE INC,89623910,TRMB,3829
0,0,0,,,,,,,,149.491,17.202,33.186,,15.27,,42.438,,4.204,3.449,3.449,,17.063,,3.449,0.19,,10.716,,0.19,,38.89,38.89,8.869,10.089,67.647,-2.733,5.099,160.354,0,8.875,8.875,3.011,4.412,-1.37,,0.832,6,0.448,0,,022815,1993,12,,TRIMBLE INC,89623910,TRMB,3829
0,0,0,,,,,,,,175.694,17.528,5.185,,22.973,50.445,14.195,,12.224,10.024,10.024,190.635,12.903,,10.024,0.53,178.947,9.834,,0.53,178.947,53.574,53.574,18.711,21.682,109.363,61.667,9.166,309.062,0,16.5,16.5,3.122,85.915,-0.5,,0.91,6,0.432,0,,022815,1994,12,,TRIMBLE INC,89623910,TRMB,3829
0,0,0,0,0,9,0,0,5,0,235.36,33.96,22.655,30.047,21.345,-7.087,,32.211,14.076,11.261,11.261,12.34,,39.26,11.261,0.53,0,,30.506,0.53,0,129.937,129.937,8.667,12.273,196.763,79.917,5.723,403.082,0,18.625,18.625,3.607,12.879,29.885,15.025,1.143,6,0.429,0,1996-03-26,022815,1995,12,,TRIMBLE INC,89623910,TRMB,3829
0,0,0,0,0,11,0,0,5,0,233.66,-0.722,16.053,9.129,-0.034,,,,-11.602,-11.302,-11.302,,,,-11.302,-0.51,,,,-0.51,,124.045,124.045,-9.111,-8.9,189.841,-3.518,-5.953,253.724,0,11.5,11.5,3.677,-38.255,9.021,-7.245,1.094,6,0.433,0,1997-04-02,022815,1996,12,,TRIMBLE INC,89623910,TRMB,3829
0,0,0,0,0,10,0,0,5,0,272.305,16.539,15.727,16.379,22.635,,-0.493,,11.599,9.279,9.279,,-2.541,,9.279,0.42,,-7.461,,0.42,,139.483,139.483,6.652,7.042,207.663,9.388,4.468,497.62,0,21.812,21.812,3.802,89.67,9.75,20.741,1.292,6,0.433,0,1998-04-06,022815,1997,12,,TRIMBLE INC,89623910,TRMB,3829
0,0,0,0,0,15,0,0,5,10,260.279,-4.416,3.411,11.729,-0.39,,,,-25.221,-26.621,-53.394,,,,-53.394,-1.19,,,,-2.38,,74.691,74.691,-35.642,-24.859,156.279,-24.744,-17.034,160.269,0,7.25,7.25,3.708,-66.761,-26.985,-3.964,1.291,6,0.463,0,1999-04-30,022815,1998,12,,TRIMBLE INC,89623910,TRMB,3829
1,0,0,15,1.5,16,0,0,5,10,271.364,4.259,5.113,9.083,29.534,,,5.153,20.735,18.662,21.593,,,13.236,21.593,0.83,,,9.386,0.96,,100.796,100.796,18.515,21.269,181.751,16.299,10.268,487.795,0,21.625,21.625,3.79,198.276,23.43,5.559,0.978,6,0.503,0,2000-04-04,022815,1999,12,,TRIMBLE INC,89623910,TRMB,3829
1,0,0,15,1.5,12,0,0,5,10,369.798,36.274,10.74,9.458,68.619,132.339,44.729,26.308,15.76,14.185,14.185,-34.307,15.197,4.725,14.185,0.6,-27.711,12.625,2.512,0.6,-37.5,134.943,134.943,10.512,12.034,490.504,169.877,2.892,560.712,0,24,24,4.027,10.983,3.238,5.202,2.306,6,0.591,0,2001-04-05,022815,2000,12,,TRIMBLE INC,89623910,TRMB,3829
1,0,0,15,1.5,14,0,0,5,10,475.292,28.527,22.229,15.259,44.387,-35.314,,,-21.592,-23.492,-22.879,,,,-22.879,-0.95,,,,-0.93,,138.489,138.489,-16.963,-17.183,419.395,-14.497,-5.601,404.521,0,16.21,16.21,4.477,-32.458,30.762,7.107,2.099,6,0.583,0,2002-04-22,022815,2001,12,,TRIMBLE INC,89623910,TRMB,3829
1,0,0,15,1.5,8,0,0,5,10,466.602,-1.828,19.802,11.373,53.072,19.567,21.576,18.582,13.824,10.324,10.324,,-17.909,2.157,10.324,0.36,,-24.304,-3.036,0.36,,201.351,201.351,5.127,6.076,441.656,5.308,2.338,363.159,0,12.49,12.49,4.885,-22.949,-16.721,-10.551,2.05,6,0.617,0,2003-04-04,022815,2002,12,,TRIMBLE INC,89623910,TRMB,3829
1,0,0,20,2,10,0,0,5,10,540.903,15.924,13.515,15.754,72.13,35.91,1.677,,35.585,38.485,38.485,272.772,39.472,,38.485,1.22,238.889,26.688,,1.22,238.889,348.244,348.244,11.051,14.005,544.903,23.377,7.063,1230.819,0,37.24,37.24,5.554,198.159,15.771,38.718,2.15,6,0.616,0,2004-04-08,022815,2003,12,,TRIMBLE INC,89623910,TRMB,3829
1,0,0,20,2,8,0,0,7.5,7.5,668.808,23.647,12.059,19.77,103.561,43.575,32.632,28.521,74.924,67.68,67.68,75.861,,29.39,67.68,1.32,62.295,,18.992,1.32,62.295,472.161,472.161,14.334,16.499,653.978,20.017,10.349,1712.794,0,33.04,33.04,13.053,33.083,45.138,18.042,2.16,4,0.576,0,2005-04-08,022815,2004,12,,TRIMBLE INC,89623910,TRMB,3829
1,0,0,20,2,8,0,0,7.5,7.5,774.913,15.865,18.423,15.947,144.013,39.061,39.48,15.982,124.788,84.855,84.855,25.377,101.81,43.011,84.855,1.59,20.455,87.814,31.785,1.59,20.455,571.255,571.255,14.854,16.265,743.088,13.626,11.419,1909.149,0,35.49,35.49,13.478,7.415,62.135,17.273,2.462,4,0.45,0,2006-04-10,022815,2005,12,,TRIMBLE INC,89623910,TRMB,3829
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023119,1992,,334413,SOLAREDGE TECHNOLOGIES INC,83417M10,SEDG,3674
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023119,1993,,,SOLAREDGE TECHNOLOGIES INC,83417M10,SEDG,3674
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023119,1994,,,SOLAREDGE TECHNOLOGIES INC,83417M10,SEDG,3674
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023119,1995,,,SOLAREDGE TECHNOLOGIES INC,83417M10,SEDG,3674
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023119,1996,,,SOLAREDGE TECHNOLOGIES INC,83417M10,SEDG,3674
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023119,1997,,,SOLAREDGE TECHNOLOGIES INC,83417M10,SEDG,3674
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023119,1998,,,SOLAREDGE TECHNOLOGIES INC,83417M10,SEDG,3674
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023119,1999,,,SOLAREDGE TECHNOLOGIES INC,83417M10,SEDG,3674
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023119,2000,,,SOLAREDGE TECHNOLOGIES INC,83417M10,SEDG,3674
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023119,2001,,,SOLAREDGE TECHNOLOGIES INC,83417M10,SEDG,3674
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023119,2002,,,SOLAREDGE TECHNOLOGIES INC,83417M10,SEDG,3674
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023119,2003,,,SOLAREDGE TECHNOLOGIES INC,83417M10,SEDG,3674
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023119,2004,,,SOLAREDGE TECHNOLOGIES INC,83417M10,SEDG,3674
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023119,2005,,,SOLAREDGE TECHNOLOGIES INC,83417M10,SEDG,3674
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023238,1992,,519290,ETSY INC,29786A10,ETSY,7370
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023238,1993,,,ETSY INC,29786A10,ETSY,7370
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023238,1994,,,ETSY INC,29786A10,ETSY,7370
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023238,1995,,,ETSY INC,29786A10,ETSY,7370
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023238,1996,,,ETSY INC,29786A10,ETSY,7370
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023238,1997,,,ETSY INC,29786A10,ETSY,7370
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023238,1998,,,ETSY INC,29786A10,ETSY,7370
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023238,1999,,,ETSY INC,29786A10,ETSY,7370
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023238,2000,,,ETSY INC,29786A10,ETSY,7370
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023238,2001,,,ETSY INC,29786A10,ETSY,7370
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023238,2002,,,ETSY INC,29786A10,ETSY,7370
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023238,2003,,,ETSY INC,29786A10,ETSY,7370
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023238,2004,,,ETSY INC,29786A10,ETSY,7370
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023238,2005,,,ETSY INC,29786A10,ETSY,7370
