EXECDIR,CO_PER_ROL,TOTAL_SEC,TOTAL_CURR,TOTAL_ALT1,TOTAL_ALT2,AGE,TDC1,TDC2,TOTAL_ALT1_PCT,TOTAL_ALT2_PCT,GVKEY,YEAR,TICKER
0,3916,,324.514,,,,485.46,345.014,,,009882,1997,LUV
0,3917,,357.787,,,,515.055,596.203,,,009882,1997,LUV
0,3918,,256.233,,,,367.147,696.421,,,009882,1997,LUV
0,19145,,216.927,,,,,244.349,,,009882,1997,LUV
1,3914,,567,,,67,692.788,4719.384,,,009882,1998,LUV
0,3915,,434.634,,,,644.314,1245.596,,,009882,1998,LUV
0,3916,,380.395,,,,606.145,2594.764,,,009882,1998,LUV
0,3917,,380.67,,,,611.531,1116.581,,,009882,1998,LUV
0,3918,,324.78,,,,489.976,469.724,,,009882,1998,LUV
0,19145,,252.5,,,,,276.516,,,009882,1998,LUV
1,3914,,567,,,68,720.2,10722.777,,,009882,1999,LUV
0,3916,,477.365,,,,790.354,506.762,,,009882,1999,LUV
0,3917,,486.432,,,,810.529,996.398,,,009882,1999,LUV
0,3918,,398.27,,,,616.418,485.109,,,009882,1999,LUV
0,19145,,296.152,,,,525.143,941.912,,,009882,1999,LUV
0,23820,,294.237,,,,,322.444,,,009882,1999,LUV
1,3914,,619.708,,,70,885.668,13980.81,,,009882,2000,LUV
0,3916,,490.229,,,,751.129,4939.382,,,009882,2000,LUV
0,3917,,524.149,,,,788.054,1625.113,,,009882,2000,LUV
0,3918,,370.802,,,,610.216,4150.414,,,009882,2000,LUV
0,19145,,326.993,,,,545.077,918.367,,,009882,2000,LUV
0,23820,,316.025,,,,,344.461,,,009882,2000,LUV
1,3914,,552.25,,,71,5397.239,41465.668,,,009882,2001,LUV
0,3916,,525.855,,,,767.239,965.934,,,009882,2001,LUV
1,3917,,619.79,,,57,2060.679,2227.102,,,009882,2001,LUV
1,3918,,543.335,,,55,2136.72,2363.765,,,009882,2001,LUV
0,19145,,410.246,,,,633.674,441.554,,,009882,2001,LUV
0,23820,,389.013,,,,570.441,734.108,,,009882,2001,LUV
1,3914,,601.396,,,71,720.253,14595.369,,,009882,2002,LUV
1,3917,,572.308,,,58,677.127,1847.753,,,009882,2002,LUV
1,3918,,492.241,,,56,631.409,880.843,,,009882,2002,LUV
0,19145,,428.243,,,47,614.324,711.335,,,009882,2002,LUV
0,23820,,400.364,,,49,558.523,2131.465,,,009882,2002,LUV
0,29135,,370.479,,,,,397.277,,,009882,2002,LUV
1,3914,,620,,,72,744.591,15339.825,,,009882,2003,LUV
1,3917,,597.593,,,59,712.328,1118.672,,,009882,2003,LUV
1,3918,,517.773,,,57,657.301,793.061,,,009882,2003,LUV
0,19145,,441.322,,,48,611.602,627.706,,,009882,2003,LUV
0,23820,,410.61,,,50,553.172,441.571,,,009882,2003,LUV
0,29135,,378.403,,,,,409.205,,,009882,2003,LUV
1,3914,,649,,,73,2051.061,16793.755,,,009882,2004,LUV
1,3917,,655.835,,,60,1718.594,1010.804,,,009882,2004,LUV
0,3918,,562.46,,,,690.591,613.336,,,009882,2004,LUV
1,19145,,542.436,,,49,1967.096,605.882,,,009882,2004,LUV
0,23820,,439.427,,,,609.204,466.378,,,009882,2004,LUV
0,29135,,423.569,,,,623.455,450.367,,,009882,2004,LUV
1,3914,,662.93,,,74,852.543,11925.906,,,009882,2005,LUV
1,3917,,690.049,,,61,828.664,1138.609,,,009882,2005,LUV
0,3918,,468.71,,,,671.163,984.468,,,009882,2005,LUV
1,19145,,679.719,,,50,816.856,1166.73,,,009882,2005,LUV
0,23820,,457.945,,,,617.15,491.012,,,009882,2005,LUV
0,29135,,467.772,,,,938.057,765.305,,,009882,2005,LUV
1,2072,,1528.05,,,,4701.517,3132.388,,,009899,1992,T
1,2073,,1001,,,,2567.029,2054.951,,,009899,1992,T
0,2074,,815,,,,2065.354,1701.444,,,009899,1992,T
0,2075,,562,,,,1285.786,984.865,,,009899,1992,T
0,2076,,458,,,,,887.539,,,009899,1992,T
0,4956,,450.5,,,,,821.701,,,009899,1992,T
1,2072,,1886,,,52,6542.934,4436.687,,,009899,1993,T
1,2073,,1057.6,,,58,3150.483,2415.733,,,009899,1993,T
0,2074,,827,,,,2374.729,1965.792,,,009899,1993,T
0,2075,,609,,,,1550.963,1213.397,,,009899,1993,T
0,2076,,564.4,,,,1575.435,1149.705,,,009899,1993,T
0,4956,,505,,,,,1063.05,,,009899,1993,T
0,9148,,554.5,,,,,1255.891,,,009899,1993,T
1,2072,,1952,,,53,5819.488,4202.169,,,009899,1994,T
0,2074,,753,,,,2162.264,1763.357,,,009899,1994,T
0,2075,,628.5,,,,1525.82,1210.149,,,009899,1994,T
0,2076,,607.6,,,,1561.377,1098.662,,,009899,1994,T
0,4956,,695.1,,,,1661.963,1166.712,,,009899,1994,T
0,9148,,572.5,,,,,1184.35,,,009899,1994,T
1,2072,,2325,,,54,6583.673,4855.623,,,009899,1995,T
0,2075,,753,,,,1683.227,1434.308,,,009899,1995,T
0,2076,,581.04,,,,1566.173,1099.494,,,009899,1995,T
0,4956,,830,,,,1803.437,1379.514,,,009899,1995,T
0,9148,,665.4,,,,1552.647,1290.868,,,009899,1995,T
1,2072,,3400,,,55,8172.628,6586.081,,,009899,1996,T
0,2075,,889.48,,,,2004.391,1694.767,,,009899,1996,T
0,2076,,900.98,,,,2024.949,1515.134,,,009899,1996,T
0,4956,,1288.98,,,,2502.726,2019.375,,,009899,1996,T
0,9148,,840.78,,,,1997.542,1591.364,,,009899,1996,T
0,16126,,753.98,,,,,1314.644,,,009899,1996,T
1,2072,,4275,,,56,19545.32,15706.466,,,009899,1997,T
0,2075,,926.98,,,,5354.674,4488.839,,,009899,1997,T
0,2076,,975.98,,,,5502.98,4382.159,,,009899,1997,T
1,4956,,1530.98,,,59,7161.224,5314.97,,,009899,1997,T
0,9148,,972.98,,,,5475.405,4493.938,,,009899,1997,T
0,16126,,863.98,,,,,4279.124,,,009899,1997,T
1,2072,,6162.5,,,57,26373.985,22612.149,,,009899,1998,T
0,2076,,1158.072,,,,4413.424,3871.993,,,009899,1998,T
1,4956,,1791.572,,,60,6849.073,5028.117,,,009899,1998,T
0,9148,,1149.238,,,,4779.492,4096.92,,,009899,1998,T
0,16126,,1026.905,,,,4510.493,3818.977,,,009899,1998,T
0,21023,,847.738,,,,,3560.406,,,009899,1998,T
1,2072,,7429.167,,,58,23286.516,36330.516,,,009899,1999,T
0,2076,,1204.708,,,,3846.139,5088.223,,,009899,1999,T
1,4956,,1645.333,,,61,5961.006,8848.26,,,009899,1999,T
0,9148,,1144.292,,,,4242.22,3049.667,,,009899,1999,T
0,16126,,1090.125,,,,3397.191,2395.987,,,009899,1999,T
0,18509,,7413.294,,,,28442.695,24661.45,,,009899,1999,T
0,21023,,811.792,,,,,1631.684,,,009899,1999,T
0,23457,,930.75,,,,,1831.147,,,009899,1999,T
0,23458,,558.125,,,,,1000.184,,,009899,1999,T
1,2072,,6386.667,,,59,26014.067,37761.837,,,009899,2000,T
0,2076,,1386.167,,,,4622.115,11444.913,,,009899,2000,T
1,4956,,1485.395,,,,9547.616,7578.781,,,009899,2000,T
0,9148,,1166.167,,,,4827.968,11635.566,,,009899,2000,T
0,16126,,1166.167,,,,4319.607,3779.837,,,009899,2000,T
0,21023,,1149.5,,,,3175.631,5235.45,,,009899,2000,T
0,23457,,1095.333,,,,,1925.716,,,009899,2000,T
0,23458,,853.733,,,,,1284.455,,,009899,2000,T
0,25009,,654.5,,,,,1140.986,,,009899,2000,T
1,2072,,5866.667,,,60,72256.182,26014.199,,,009899,2001,T
0,9148,,1282,,,,8500.57,4316.179,,,009899,2001,T
0,21023,,1282,,,,5560.934,2249.896,,,009899,2001,T
0,23457,,1561.792,,,,8368.46,3083.168,,,009899,2001,T
0,23458,,1282,,,,5275.73,1928.972,,,009899,2001,T
0,25009,,1089.918,,,,,1797.272,,,009899,2001,T
0,25010,,110,,,,,110.073,,,009899,2001,T
1,2072,,6100,,,61,26493.17,10105.029,,,009899,2002,T
0,9148,,1327,,,,4402.324,1937.89,,,009899,2002,T
0,23457,,1833,,,,11043.48,7592.527,,,009899,2002,T
0,23458,,1388.668,,,,3394.619,1583.743,,,009899,2002,T
0,25009,,1409,,,,4018.114,1771.677,,,009899,2002,T
0,25010,,1421.31,,,,3879.907,2669.268,,,009899,2002,T
0,28491,,992.5,,,,,1126.028,,,009899,2002,T
1,2072,,7822,,,62,29957.296,19628.778,,,009899,2003,T
0,9148,,1669.5,,,,5952.838,3918.951,,,009899,2003,T
0,23458,,1727,,,,4682.026,3366.637,,,009899,2003,T
0,25009,,1727,,,,4754.403,3600.827,,,009899,2003,T
0,25010,,1520,,,,3513.538,2497.737,,,009899,2003,T
0,28491,,1341.5,,,,,2769.002,,,009899,2003,T
1,2072,,8337,,,63,16611.294,14922.189,,,009899,2004,T
0,9148,,2764.667,,,,4508.954,3951.501,,,009899,2004,T
0,23458,,1871.801,,,,2816.613,2869.148,,,009899,2004,T
1,25009,,1871.801,,,,2574.387,2779.779,,,009899,2004,T
0,28491,,1863.753,,,,2810.863,2572.501,,,009899,2004,T
0,30149,,1627.893,,,,,2144.224,,,009899,2004,T
1,2072,,9249,,,64,17283.529,17101.304,,,009899,2005,T
0,9148,,2932.167,,,,4929.461,4443.924,,,009899,2005,T
0,23458,,2154.826,,,,3330.119,3256.501,,,009899,2005,T
1,28491,,2909.5,,,45,4750.558,4223.204,,,009899,2005,T
0,30149,,2089.667,,,,3381.012,3362.945,,,009899,2005,T
1,2082,,710.799,,,,1111.67,1111.67,,,010016,1992,SWK
0,2083,,391.664,,,,557.698,621.773,,,010016,1992,SWK
0,2084,,248.224,,,,419.939,419.939,,,010016,1992,SWK
0,2085,,177.602,,,,222.469,222.469,,,010016,1992,SWK
0,2086,,326.386,,,,427.803,427.803,,,010016,1992,SWK
0,2087,,270.599,,,,406.449,406.449,,,010016,1992,SWK
1,2082,,689.69,,,51,958.433,958.433,,,010016,1993,SWK
0,2083,,383.484,,,,464.494,635.844,,,010016,1993,SWK
0,2084,,249.851,,,,378.375,378.375,,,010016,1993,SWK
0,2085,,215.72,,,,250.204,250.204,,,010016,1993,SWK
0,2086,,369.855,,,,411.899,411.899,,,010016,1993,SWK
0,2087,,272.016,,,,357.619,357.619,,,010016,1993,SWK
1,2082,,950.674,,,52,1562.344,1252.484,,,010016,1994,SWK
0,2084,,323.947,,,,609.638,479.558,,,010016,1994,SWK
0,2085,,343.615,,,,529.114,394.739,,,010016,1994,SWK
0,2086,,557.4,,,,808.257,608.842,,,010016,1994,SWK
0,2087,,354.918,,,,597.069,454.717,,,010016,1994,SWK
1,2082,,790.447,,,53,1355.871,1102.256,,,010016,1995,SWK
0,2084,,272.258,,,,438.675,602.496,,,010016,1995,SWK
0,2085,,310.1,,,,461.863,346.863,,,010016,1995,SWK
0,2086,,481.485,,,,683.809,519.524,,,010016,1995,SWK
0,2087,,306.808,,,,526.406,410.38,,,010016,1995,SWK
0,11894,,80.617,,,,,111.415,,,010016,1995,SWK
0,13917,,216.723,,,,,300.578,,,010016,1995,SWK
1,2082,,1030.735,,,,1671.84,2892.677,,,010016,1996,SWK
0,2085,,411.983,,,,582.209,449.727,,,010016,1996,SWK
0,2086,,620.004,,,,848.886,708.629,,,010016,1996,SWK
0,2087,,381.188,,,,626.856,586.342,,,010016,1996,SWK
0,11894,,343.56,,,,527.124,408.534,,,010016,1996,SWK
0,13917,,314.248,,,,,417.09,,,010016,1996,SWK
1,2082,,502.5,,,,1658.452,2569.345,,,010016,1997,SWK
0,2086,,618,,,,916.793,2507.439,,,010016,1997,SWK
0,2087,,379.5,,,,864.634,1823.102,,,010016,1997,SWK
0,11894,,327.5,,,,479.406,342.832,,,010016,1997,SWK
1,13916,,1700,,,52,12706.389,3468.172,,,010016,1997,SWK
0,13917,,313,,,,640.955,504.381,,,010016,1997,SWK
0,16467,,150,,,,,150,,,010016,1997,SWK
0,16469,,39.167,,,,,39.616,,,010016,1997,SWK
0,2087,,398.333,,,,780.624,691.715,,,010016,1998,SWK
0,11894,,337.5,,,,458.673,354.664,,,010016,1998,SWK
1,13916,,1750,,,54,3594.734,1861.251,,,010016,1998,SWK
0,16467,,464.925,,,,476.446,476.446,,,010016,1998,SWK
0,16468,,333.333,,,,3150.872,453.852,,,010016,1998,SWK
0,16469,,350.833,,,,555.393,382.045,,,010016,1998,SWK
0,2087,,406.25,,,,1065.274,986.214,,,010016,1999,SWK
0,11894,,345,,,,,362.806,,,010016,1999,SWK
1,13916,,2325,,,55,5863.274,4095.811,,,010016,1999,SWK
0,16468,,602.083,,,,1135.912,826.606,,,010016,1999,SWK
0,16469,,360,,,,854.822,589.703,,,010016,1999,SWK
0,18636,,836.754,,,,4813.228,3234.857,,,010016,1999,SWK
0,21287,,105,,,,,106.506,,,010016,1999,SWK
0,23811,,265.794,,,,,873.111,,,010016,1999,SWK
0,11894,,360,,,,485.139,377.674,,,010016,2000,SWK
1,13916,,2800,,,56,16028.367,2939.669,,,010016,2000,SWK
0,16469,,388.75,,,,833.691,403.83,,,010016,2000,SWK
0,18636,,591.25,,,,1438.535,722.1,,,010016,2000,SWK
0,21287,,420,,,,572.047,428.76,,,010016,2000,SWK
0,23811,,310.528,,,,,328.202,,,010016,2000,SWK
0,25328,,74.038,,,,,78.955,,,010016,2000,SWK
1,13916,,3400,,,57,7479.413,3570.381,,,010016,2001,SWK
0,16469,,406.25,,,,749.436,984.733,,,010016,2001,SWK
0,18636,,660,,,,1986.9,683.889,,,010016,2001,SWK
0,21287,,455,,,,729.774,469.172,,,010016,2001,SWK
0,23811,,404.808,,,,1997.309,934.807,,,010016,2001,SWK
0,25328,,450,,,,,492.396,,,010016,2001,SWK
1,13916,,2925,,,58,6848.233,4024.239,,,010016,2002,SWK
0,18636,,779.167,,,,2139.647,962.983,,,010016,2002,SWK
0,21287,,453.333,,,,769.505,1152.272,,,010016,2002,SWK
0,23811,,430,,,,918,447.334,,,010016,2002,SWK
0,25328,,495,,,,1014.399,543.733,,,010016,2002,SWK
1,13916,,3200,,,,3632.325,3632.325,,,010016,2003,SWK
0,18636,,1275,,,,2317.124,1358.421,,,010016,2003,SWK
0,21287,,490,,,,556.79,556.79,,,010016,2003,SWK
0,23811,,664.167,,,,1172.508,693.157,,,010016,2003,SWK
0,25328,,670,,,,1089.38,849.704,,,010016,2003,SWK
0,26984,,1020.385,,,,5946.484,2674.617,,,010016,2003,SWK
0,30614,,575,,,,,647.844,,,010016,2003,SWK
0,18636,,1220.833,,,,2523.184,1304.273,,,010016,2004,SWK
0,21287,,1164.625,,,,1796.447,1196.937,,,010016,2004,SWK
0,23811,,683.333,,,,1322.988,713.532,,,010016,2004,SWK
0,25328,,621.333,,,,919.299,675.517,,,010016,2004,SWK
1,28727,,2125,,,53,9981.323,5285.168,,,010016,2004,SWK
0,30614,,627.5,,,,,698.581,,,010016,2004,SWK
0,18636,,1046.344,,,,2374.943,4430.13,,,010016,2005,SWK
0,21287,,580.771,,,,1029.922,846.05,,,010016,2005,SWK
0,25328,,448.912,,,,755.111,632.53,,,010016,2005,SWK
1,28727,,1813.457,,,54,4071.151,3151.79,,,010016,2005,SWK
0,30614,,552.499,,,,889.196,766.615,,,010016,2005,SWK
1,3935,,1000.003,,,,1671.273,1671.273,,,010035,1992,STT
0,3936,,819.252,,,,833.616,833.616,,,010035,1992,STT
1,3937,,725.003,,,,1953.158,1953.158,,,010035,1992,STT
0,3938,,709.002,,,,1880.64,1880.64,,,010035,1992,STT
0,3939,,457.999,,,,1272.634,1272.634,,,010035,1992,STT
1,3935,,1093.753,,,53,1098.25,1098.25,,,010035,1993,STT
0,3936,,817.919,,,,822.416,825.132,,,010035,1993,STT
1,3937,,793.752,,,51,798.249,798.249,,,010035,1993,STT
0,3938,,730.002,,,,734.499,818.249,,,010035,1993,STT
0,3939,,481.252,,,,498.749,1611.299,,,010035,1993,STT
0,9151,,425.5,,,,429.997,429.997,,,010035,1993,STT
1,3935,,1219.817,,,54,3777.692,2210.283,,,010035,1994,STT
0,3936,,1086.612,,,,1744.319,1091.232,,,010035,1994,STT
1,3937,,782.066,,,52,2516.312,5609.096,,,010035,1994,STT
0,3938,,743.252,,,,1903.549,1250.462,,,010035,1994,STT
0,3939,,489.246,,,,887.452,1141.927,,,010035,1994,STT
0,9151,,454.69,,,,,715.199,,,010035,1994,STT
1,3935,,1205.631,,,55,1210.251,1210.251,,,010035,1995,STT
0,3936,,1407.253,,,,1411.873,1724.67,,,010035,1995,STT
1,3937,,817.304,,,53,1184.54,821.924,,,010035,1995,STT
0,3938,,733.003,,,,737.623,1334.264,,,010035,1995,STT
0,9151,,482.972,,,,487.592,487.592,,,010035,1995,STT
0,13915,,456.626,,,,461.246,461.246,,,010035,1995,STT
1,3935,,1502.906,,,56,6480.515,6910.79,,,010035,1996,STT
0,3936,,1658.813,,,,3022.454,2254.295,,,010035,1996,STT
1,3937,,966.363,,,54,3859.597,2152.577,,,010035,1996,STT
0,3938,,773.5,,,,2304.481,1664.348,,,010035,1996,STT
0,9151,,579.313,,,,2238.32,1746.194,,,010035,1996,STT
0,13915,,569.969,,,,,1313.134,,,010035,1996,STT
1,3935,,2309.792,,,57,2314.542,5853.542,,,010035,1997,STT
0,3936,,2076.794,,,,2585.343,2854.744,,,010035,1997,STT
1,3937,,1478.367,,,55,1483.117,1483.117,,,010035,1997,STT
0,9151,,906.967,,,,1415.516,911.717,,,010035,1997,STT
0,13915,,906.985,,,,1214.015,911.735,,,010035,1997,STT
1,3935,,1871.637,,,58,12128.521,14837.851,,,010035,1998,STT
0,3936,,1189.666,,,,4105.17,6556.628,,,010035,1998,STT
1,3937,,1168.758,,,56,7405.497,18512.75,,,010035,1998,STT
0,9151,,869.666,,,,4085.483,5502.849,,,010035,1998,STT
0,13915,,822.028,,,,4037.845,4778.687,,,010035,1998,STT
0,21025,,602.252,,,,,1172.852,,,010035,1998,STT
0,21026,,635.364,,,,,1070.722,,,010035,1998,STT
1,3935,,2230.758,,,59,6045.334,10171.088,,,010035,1999,STT
0,3936,,1966.877,,,,4000.413,5189.866,,,010035,1999,STT
1,3937,,1443.233,,,57,4493.424,1456.283,,,010035,1999,STT
0,9151,,976.877,,,,3010.413,3449.994,,,010035,1999,STT
0,13915,,970.631,,,,2998.167,5917.369,,,010035,1999,STT
0,21025,,659.763,,,,,668.163,,,010035,1999,STT
0,21026,,617.004,,,,,625.179,,,010035,1999,STT
0,23454,,1070.098,,,,,1078.415,,,010035,1999,STT
1,3935,,2645.118,,,,21384.215,31039.241,,,010035,2000,STT
1,3936,,2746.296,,,54,12146.715,16202.657,,,010035,2000,STT
1,3937,,1989.476,,,58,17008.472,10399.143,,,010035,2000,STT
1,13915,,1346.296,,,55,9444.765,7567.156,,,010035,2000,STT
0,21025,,978.444,,,,6419.894,4307.687,,,010035,2000,STT
0,21026,,809.97,,,,3821.287,2368.783,,,010035,2000,STT
0,23454,,1948.65,,,,,4573.857,,,010035,2000,STT
1,3937,,2670.869,,,59,11986.654,2700.37,,,010035,2001,STT
1,13915,,2333.355,,,56,10297.779,4317.412,,,010035,2001,STT
0,21025,,1254.175,,,,4997.004,1259.275,,,010035,2001,STT
0,21026,,824.761,,,,2260.112,839.311,,,010035,2001,STT
0,23454,,922.773,,,,4809.728,1819.544,,,010035,2001,STT
1,3937,,2800.037,,,59,13360.748,6494.358,,,010035,2002,STT
1,13915,,1700.004,,,57,8529.995,4005.347,,,010035,2002,STT
0,21025,,1355.843,,,,5199.884,2666.103,,,010035,2002,STT
0,21026,,800.011,,,,2471.476,1461.054,,,010035,2002,STT
0,23454,,1252.265,,,,4389.228,3114.404,,,010035,2002,STT
0,26728,,1108.017,,,,,1795.854,,,010035,2002,STT
0,28486,,1294.487,,,,,2774.713,,,010035,2002,STT
0,28487,,2300.035,,,,2316.536,2316.536,,,010035,2002,STT
1,3937,,2253.879,,,61,8273.756,7137.582,,,010035,2003,STT
1,13915,,1476.154,,,58,5494.006,1501.499,,,010035,2003,STT
0,21025,,1049.739,,,,3703.685,1069.213,,,010035,2003,STT
0,23454,,1420.917,,,,3360.87,2702.252,,,010035,2003,STT
0,26728,,812.247,,,,2099.855,842.847,,,010035,2003,STT
0,28486,,1542.812,,,,,2779.641,,,010035,2003,STT
0,28487,,2506.923,,,,,2525.131,,,010035,2003,STT
1,3937,,535.401,,,,12625.51,32038.244,,,010035,2004,STT
1,13915,,3719.746,,,59,5991.71,5991.71,,,010035,2004,STT
0,21025,,1206.931,,,,2422.789,3204.039,,,010035,2004,STT
0,23454,,1245.342,,,,3805.108,4829.006,,,010035,2004,STT
0,26728,,1122.708,,,,1582.83,1582.83,,,010035,2004,STT
0,28486,,3172.28,,,,3389.396,3389.396,,,010035,2004,STT
0,28487,,2400,,,,2702.511,2566.259,,,010035,2004,STT
1,13915,,4333.333,,,60,12483.303,8228.495,,,010035,2005,STT
0,26728,,1551.935,,,,4179.212,2761.428,,,010035,2005,STT
0,28487,,2066.667,,,,3290.109,2818,,,010035,2005,STT
0,30288,,3607.846,,,,6000.146,5461.009,,,010035,2005,STT
0,30289,,1934.703,,,,4223.375,3277.7,,,010035,2005,STT
0,30290,,1558.654,,,,3547.09,2601.415,,,010035,2005,STT
1,21320,,60.3,,,,89.6,89.6,,,010096,1998,PSA
1,21321,,397.2,,,,526.467,630.263,,,010096,1998,PSA
0,21322,,399.5,,,,528.767,851.7,,,010096,1998,PSA
0,21323,,335.5,,,,783.8,340.2,,,010096,1998,PSA
0,21324,,325.5,,,,454.767,458.521,,,010096,1998,PSA
1,21320,,60,,,,89.4,89.4,,,010096,1999,PSA
1,21321,,422.2,,,,829.719,426.9,,,010096,1999,PSA
1,21322,,465.1,,,,872.619,469.8,,,010096,1999,PSA
0,21323,,335.5,,,,479.419,340.2,,,010096,1999,PSA
0,21324,,325.5,,,,733.019,540.307,,,010096,1999,PSA
0,23555,,310.5,,,,,315.2,,,010096,1999,PSA
0,23556,,273.5,,,,,278.2,,,010096,1999,PSA
1,21320,,60,,,67,89.2,89.2,,,010096,2000,PSA
1,21321,,407.6,,,64,1101.444,412.4,,,010096,2000,PSA
1,21322,,479.9,,,58,1173.744,662.494,,,010096,2000,PSA
0,21323,,350.5,,,,1044.344,355.3,,,010096,2000,PSA
0,21324,,339.1,,,,968.346,395.674,,,010096,2000,PSA
0,23555,,339,,,,,343.8,,,010096,2000,PSA
0,23556,,322.3,,,,,327.1,,,010096,2000,PSA
1,21320,,60,,,68,81.1,81.1,,,010096,2001,PSA
1,21321,,415.5,,,65,420.6,522.05,,,010096,2001,PSA
1,21322,,484.5,,,59,489.6,1615.504,,,010096,2001,PSA
0,23555,,355.5,,,,360.6,380.287,,,010096,2001,PSA
0,23556,,332.5,,,,337.6,337.6,,,010096,2001,PSA
1,21320,,60,,,69,85.7,85.7,,,010096,2002,PSA
1,21321,,424.5,,,66,430.5,430.5,,,010096,2002,PSA
1,21322,,485.5,,,60,491.5,943.721,,,010096,2002,PSA
0,23555,,375.5,,,,381.5,417.757,,,010096,2002,PSA
0,23556,,332.5,,,,338.5,338.5,,,010096,2002,PSA
1,27509,,157.5,,,45,1081.134,187.425,,,010096,2002,PSA
1,21320,,60,,,70,86.4,86.4,,,010096,2003,PSA
1,21321,,407.5,,,67,413.5,2963.19,,,010096,2003,PSA
1,21322,,485.5,,,,491.5,2866.37,,,010096,2003,PSA
0,23555,,489.3,,,,495.3,1555.014,,,010096,2003,PSA
1,27509,,813.8,,,46,819.8,819.8,,,010096,2003,PSA
0,27510,,175.8,,,,425.241,175.8,,,010096,2003,PSA
1,21321,,550,,,68,556.15,5682.671,,,010096,2004,PSA
0,23555,,535,,,,1633.569,6143.067,,,010096,2004,PSA
1,27509,,1042.7,,,47,2235.421,2976.664,,,010096,2004,PSA
0,27510,,370,,,,737.284,615.9,,,010096,2004,PSA
0,29773,,404.6,,,,1271.661,966.1,,,010096,2004,PSA
0,23555,,668.75,,,45,694.15,694.15,,,010096,2005,PSA
1,27509,,1374.875,,,48,2221.836,1383.275,,,010096,2005,PSA
0,27510,,310,,,45,326.9,326.9,,,010096,2005,PSA
0,29773,,490,,,54,837.246,512.65,,,010096,2005,PSA
0,31076,,445.538,,,47,1140.708,738.288,,,010096,2005,PSA
1,3958,,600.004,,,,623.014,623.014,,,010115,1992,SYK
0,3959,,330.004,,,,518.56,4400.274,,,010115,1992,SYK
0,3960,,305.008,,,,493.564,3990.998,,,010115,1992,SYK
0,3961,,301.669,,,,490.225,5612.639,,,010115,1992,SYK
0,3962,,215,,,,369.787,3034.925,,,010115,1992,SYK
1,3958,,650.006,,,59,1039.519,673.26,,,010115,1993,SYK
0,3959,,320.008,,,,587.435,343.262,,,010115,1993,SYK
0,3960,,325.004,,,,592.431,348.258,,,010115,1993,SYK
0,3961,,336.673,,,,604.1,359.927,,,010115,1993,SYK
0,3962,,225,,,,431.18,248.05,,,010115,1993,SYK
1,3958,,715,,,60,748,748,,,010115,1994,SYK
0,3959,,355,,,,388,388,,,010115,1994,SYK
0,3960,,360,,,,393,393,,,010115,1994,SYK
0,3961,,373.75,,,,406.75,406.75,,,010115,1994,SYK
0,4960,,345,,,,376.075,1046.825,,,010115,1994,SYK
1,3958,,775,,,61,808,808,,,010115,1995,SYK
0,3959,,430,,,,457,896.46,,,010115,1995,SYK
0,3960,,390,,,,423,423,,,010115,1995,SYK
0,3961,,424.583,,,,457.583,457.583,,,010115,1995,SYK
0,4960,,430,,,,463,463,,,010115,1995,SYK
1,3958,,950,,,62,1459.548,1038,,,010115,1996,SYK
0,3959,,520,,,,990.498,568.95,,,010115,1996,SYK
0,3960,,410,,,,876.648,455.1,,,010115,1996,SYK
0,3961,,499.583,,,,970.585,549.037,,,010115,1996,SYK
0,4960,,475,,,,946.598,525.05,,,010115,1996,SYK
1,3958,,1050,,,63,4045.473,1160,,,010115,1997,SYK
0,3959,,610,,,,1209.04,671.05,,,010115,1997,SYK
0,3960,,440,,,,822.993,486.75,,,010115,1997,SYK
0,3961,,559.583,,,,1155.277,1090.477,,,010115,1997,SYK
0,4960,,500,,,,1092.99,2494.95,,,010115,1997,SYK
1,3958,,1300,,,64,2154.107,3325.7,,,010115,1998,SYK
0,3959,,810,,,,1612.957,2054.48,,,010115,1998,SYK
0,3960,,475,,,,1075.98,892.09,,,010115,1998,SYK
0,3961,,652.5,,,,1450.232,717.125,,,010115,1998,SYK
0,4960,,600,,,,1390.857,2194.95,,,010115,1998,SYK
1,3958,,1400,,,65,2809.823,1554,,,010115,1999,SYK
0,3959,,750,,,,2102.073,846.25,,,010115,1999,SYK
0,3960,,525,,,,1207.911,580,,,010115,1999,SYK
0,3961,,735.417,,,,2066.636,1472.223,,,010115,1999,SYK
0,4960,,725,,,,2052.323,796.5,,,010115,1999,SYK
0,18654,,436.743,,,,1235.505,2191.711,,,010115,1999,SYK
0,21206,,475.45,,,,,680.253,,,010115,1999,SYK
1,3958,,1550,,,66,3296.829,4570.3,,,010115,2000,SYK
0,3961,,795.417,,,,2467.492,3280.423,,,010115,2000,SYK
0,4960,,815,,,,2486.479,8891.15,,,010115,2000,SYK
0,18654,,520,,,,2160.679,573.35,,,010115,2000,SYK
0,21206,,588.333,,,,2361.16,773.831,,,010115,2000,SYK
1,3958,,1650,,,67,2970.076,1828.75,,,010115,2001,SYK
0,3961,,873.333,,,,2106.326,5203.4,,,010115,2001,SYK
0,4960,,880,,,,2114.826,973.5,,,010115,2001,SYK
0,18654,,580,,,,1783.476,642.15,,,010115,2001,SYK
0,21206,,635,,,,1846.176,704.85,,,010115,2001,SYK
1,3958,,1800,,,68,3141.741,7132.6,,,010115,2002,SYK
0,3961,,939.583,,,,2193.828,3217.087,,,010115,2002,SYK
