,tic,fyear
2906,IDXX,2020
2907,AES,2011
2908,AES,2012
2909,AES,2013
2910,AES,2014
2911,AES,2015
2912,AES,2016
2913,AES,2017
2914,AES,2018
2915,AES,2019
2916,AES,2020
2917,MNST,2011
2918,MNST,2012
2919,MNST,2013
2920,MNST,2014
2921,MNST,2015
2922,MNST,2016
2923,MNST,2017
2924,MNST,2018
2925,MNST,2019
2926,MNST,2020
2927,VRTX,2011
2928,VRTX,2012
2929,VRTX,2013
2930,VRTX,2014
2931,VRTX,2015
2932,VRTX,2016
2933,VRTX,2017
2934,VRTX,2018
2935,VRTX,2019
2936,VRTX,2020
2937,ZBRA,2011
2938,ZBRA,2012
2939,ZBRA,2013
2940,ZBRA,2014
2941,ZBRA,2015
2942,ZBRA,2016
2943,ZBRA,2017
2944,ZBRA,2018
2945,ZBRA,2019
2946,ZBRA,2020
2947,BIIB,2011
2948,BIIB,2012
2949,BIIB,2013
2950,BIIB,2014
2951,BIIB,2015
2952,BIIB,2016
2953,BIIB,2017
2954,BIIB,2018
2955,BIIB,2019
2956,BIIB,2020
2957,PYPL,2014
2958,PYPL,2015
2959,PYPL,2016
2960,PYPL,2017
2961,PYPL,2018
2962,PYPL,2019
2963,PYPL,2020
2964,ODFL,2011
2965,ODFL,2012
2966,ODFL,2013
2967,ODFL,2014
2968,ODFL,2015
2969,ODFL,2016
2970,ODFL,2017
2971,ODFL,2018
2972,ODFL,2019
2973,ODFL,2020
2974,KIM,2011
2975,KIM,2012
2976,KIM,2013
2977,KIM,2014
2978,KIM,2015
2979,KIM,2016
2980,KIM,2017
2981,KIM,2018
2982,KIM,2019
2983,KIM,2020
2984,QCOM,2011
2985,QCOM,2012
2986,QCOM,2013
2987,QCOM,2014
2988,QCOM,2015
2989,QCOM,2016
2990,QCOM,2017
2991,QCOM,2018
2992,QCOM,2019
2993,QCOM,2020
2994,GILD,2011
2995,GILD,2012
2996,GILD,2013
2997,GILD,2014
2998,GILD,2015
2999,GILD,2016
3000,GILD,2017
3001,GILD,2018
3002,GILD,2019
3003,GILD,2020
3004,ROP,2011
3005,ROP,2012
3006,ROP,2013
3007,ROP,2014
3008,ROP,2015
3009,ROP,2016
3010,ROP,2017
3011,ROP,2018
3012,ROP,2019
3013,ROP,2020
3014,SNPS,2011
3015,SNPS,2012
3016,SNPS,2013
3017,SNPS,2014
3018,SNPS,2015
3019,SNPS,2016
3020,SNPS,2017
3021,SNPS,2018
3022,SNPS,2019
3023,SNPS,2020
3024,MHK,2011
3025,MHK,2012
3026,MHK,2013
3027,MHK,2014
3028,MHK,2015
3029,MHK,2016
3030,MHK,2017
3031,MHK,2018
3032,MHK,2019
3033,MHK,2020
3034,LIN,2011
3035,LIN,2012
3036,LIN,2013
3037,LIN,2014
3038,LIN,2015
3039,LIN,2016
3040,LIN,2017
3041,LIN,2018
3042,LIN,2019
3043,LIN,2020
3044,BSX,2011
3045,BSX,2012
3046,BSX,2013
3047,BSX,2014
3048,BSX,2015
3049,BSX,2016
3050,BSX,2017
3051,BSX,2018
3052,BSX,2019
3053,BSX,2020
3054,STE,2010
3055,STE,2011
3056,STE,2012
3057,STE,2013
3058,STE,2014
3059,STE,2015
3060,STE,2016
3061,STE,2017
3062,STE,2018
3063,STE,2019
3064,DHI,2011
3065,DHI,2012
3066,DHI,2013
3067,DHI,2014
3068,DHI,2015
3069,DHI,2016
3070,DHI,2017
3071,DHI,2018
3072,DHI,2019
3073,DHI,2020
3074,SBUX,2011
3075,SBUX,2012
3076,SBUX,2013
3077,SBUX,2014
3078,SBUX,2015
3079,SBUX,2016
3080,SBUX,2017
3081,SBUX,2018
3082,SBUX,2019
3083,SBUX,2020
3084,MTCH,2011
3085,MTCH,2012
3086,MTCH,2013
3087,MTCH,2014
3088,MTCH,2015
3089,MTCH,2016
3090,MTCH,2017
3091,MTCH,2018
3092,MTCH,2019
3093,MTCH,2020
3094,HPE,2014
3095,HPE,2015
3096,HPE,2016
3097,HPE,2017
3098,HPE,2018
3099,HPE,2019
3100,HPE,2020
3101,FTV,2014
3102,FTV,2015
3103,FTV,2016
3104,FTV,2017
3105,FTV,2018
3106,FTV,2019
3107,FTV,2020
3108,HUM,2011
3109,HUM,2012
3110,HUM,2013
3111,HUM,2014
3112,HUM,2015
3113,HUM,2016
3114,HUM,2017
3115,HUM,2018
3116,HUM,2019
3117,HUM,2020
3118,INTU,2011
3119,INTU,2012
3120,INTU,2013
3121,INTU,2014
3122,INTU,2015
3123,INTU,2016
3124,INTU,2017
3125,INTU,2018
3126,INTU,2019
3127,INTU,2020
3128,MCHP,2010
3129,MCHP,2011
3130,MCHP,2012
3131,MCHP,2013
3132,MCHP,2014
3133,MCHP,2015
3134,MCHP,2016
3135,MCHP,2017
3136,MCHP,2018
3137,MCHP,2019
3138,CB,2011
3139,CB,2012
3140,CB,2013
3141,CB,2014
3142,CB,2015
3143,CB,2016
3144,CB,2017
3145,CB,2018
3146,CB,2019
3147,CB,2020
3148,ORLY,2011
3149,ORLY,2012
3150,ORLY,2013
3151,ORLY,2014
3152,ORLY,2015
3153,ORLY,2016
3154,ORLY,2017
3155,ORLY,2018
3156,ORLY,2019
3157,ORLY,2020
3158,RCL,2011
3159,RCL,2012
3160,RCL,2013
3161,RCL,2014
3162,RCL,2015
3163,RCL,2016
3164,RCL,2017
3165,RCL,2018
3166,RCL,2019
3167,RCL,2020
3168,HWM,2016
3169,HWM,2017
3170,HWM,2018
3171,HWM,2019
3172,HWM,2020
3173,CDW,2011
3174,CDW,2012
3175,CDW,2013
3176,CDW,2014
3177,CDW,2015
3178,CDW,2016
3179,CDW,2017
3180,CDW,2018
3181,CDW,2019
3182,CDW,2020
3183,ALL,2011
3184,ALL,2012
3185,ALL,2013
3186,ALL,2014
3187,ALL,2015
3188,ALL,2016
3189,ALL,2017
3190,ALL,2018
3191,ALL,2019
3192,ALL,2020
3193,CPT,2011
3194,CPT,2012
3195,CPT,2013
3196,CPT,2014
3197,CPT,2015
3198,CPT,2016
3199,CPT,2017
3200,CPT,2018
3201,CPT,2019
3202,CPT,2020
3203,EQR,2011
3204,EQR,2012
3205,EQR,2013
3206,EQR,2014
3207,EQR,2015
3208,EQR,2016
3209,EQR,2017
3210,EQR,2018
3211,EQR,2019
3212,EQR,2020
3213,BWA,2011
3214,BWA,2012
3215,BWA,2013
3216,BWA,2014
3217,BWA,2015
3218,BWA,2016
3219,BWA,2017
3220,BWA,2018
3221,BWA,2019
3222,BWA,2020
3223,LW,2013
3224,LW,2014
3225,LW,2015
3226,LW,2016
3227,LW,2017
3228,LW,2018
3229,LW,2019
3230,KDP,2011
3231,KDP,2012
3232,KDP,2013
3233,KDP,2014
3234,KDP,2015
3235,KDP,2016
3236,KDP,2017
3237,KDP,2018
3238,KDP,2019
3239,KDP,2020
3240,MAR,2011
3241,MAR,2012
3242,MAR,2013
3243,MAR,2014
3244,MAR,2015
3245,MAR,2016
3246,MAR,2017
3247,MAR,2018
3248,MAR,2019
3249,MAR,2020
3250,COST,2011
3251,COST,2012
3252,COST,2013
3253,COST,2014
3254,COST,2015
3255,COST,2016
3256,COST,2017
3257,COST,2018
3258,COST,2019
3259,COST,2020
3260,REG,2011
3261,REG,2012
3262,REG,2013
3263,REG,2014
3264,REG,2015
3265,REG,2016
3266,REG,2017
3267,REG,2018
3268,REG,2019
3269,REG,2020
3270,INCY,2011
3271,INCY,2012
3272,INCY,2013
3273,INCY,2014
3274,INCY,2015
3275,INCY,2016
3276,INCY,2017
3277,INCY,2018
3278,INCY,2019
3279,INCY,2020
3280,SPG,2011
3281,SPG,2012
3282,SPG,2013
3283,SPG,2014
3284,SPG,2015
3285,SPG,2016
3286,SPG,2017
3287,SPG,2018
3288,SPG,2019
3289,SPG,2020
3290,EMN,2011
3291,EMN,2012
3292,EMN,2013
3293,EMN,2014
3294,EMN,2015
3295,EMN,2016
3296,EMN,2017
3297,EMN,2018
3298,EMN,2019
3299,EMN,2020
3300,MAA,2011
3301,MAA,2012
3302,MAA,2013
3303,MAA,2014
3304,MAA,2015
3305,MAA,2016
3306,MAA,2017
3307,MAA,2018
3308,MAA,2019
3309,MAA,2020
3310,MLM,2011
3311,MLM,2012
3312,MLM,2013
3313,MLM,2014
3314,MLM,2015
3315,MLM,2016
3316,MLM,2017
3317,MLM,2018
3318,MLM,2019
3319,MLM,2020
3320,TSCO,2011
3321,TSCO,2012
3322,TSCO,2013
3323,TSCO,2014
3324,TSCO,2015
3325,TSCO,2016
3326,TSCO,2017
3327,TSCO,2018
3328,TSCO,2019
3329,TSCO,2020
3330,ALB,2011
3331,ALB,2012
3332,ALB,2013
3333,ALB,2014
3334,ALB,2015
3335,ALB,2016
3336,ALB,2017
3337,ALB,2018
3338,ALB,2019
3339,ALB,2020
3340,IVZ,2011
3341,IVZ,2012
3342,IVZ,2013
3343,IVZ,2014
3344,IVZ,2015
3345,IVZ,2016
3346,IVZ,2017
3347,IVZ,2018
3348,IVZ,2019
3349,IVZ,2020
3350,WRK,2011
3351,WRK,2012
3352,WRK,2013
3353,WRK,2014
3354,WRK,2015
3355,WRK,2016
3356,WRK,2017
3357,WRK,2018
3358,WRK,2019
3359,WRK,2020
3360,AVB,2011
3361,AVB,2012
3362,AVB,2013
3363,AVB,2014
3364,AVB,2015
3365,AVB,2016
3366,AVB,2017
3367,AVB,2018
3368,AVB,2019
3369,AVB,2020
3370,CPRT,2011
3371,CPRT,2012
3372,CPRT,2013
3373,CPRT,2014
3374,CPRT,2015
3375,CPRT,2016
3376,CPRT,2017
3377,CPRT,2018
3378,CPRT,2019
3379,CPRT,2020
3380,PLD,2011
3381,PLD,2012
3382,PLD,2013
3383,PLD,2014
3384,PLD,2015
3385,PLD,2016
3386,PLD,2017
3387,PLD,2018
3388,PLD,2019
3389,PLD,2020
3390,INVH,2015
3391,INVH,2016
3392,INVH,2017
3393,INVH,2018
3394,INVH,2019
3395,INVH,2020
3396,IR,2011
3397,IR,2012
3398,IR,2013
3399,IR,2014
3400,IR,2015
3401,IR,2016
3402,IR,2017
3403,IR,2018
3404,IR,2019
3405,IR,2020
3406,ESS,2011
3407,ESS,2012
3408,ESS,2013
3409,ESS,2014
3410,ESS,2015
3411,ESS,2016
3412,ESS,2017
3413,ESS,2018
3414,ESS,2019
3415,ESS,2020
3416,O,2011
3417,O,2012
3418,O,2013
3419,O,2014
3420,O,2015
3421,O,2016
3422,O,2017
3423,O,2018
3424,O,2019
3425,O,2020
3426,COF,2011
3427,COF,2012
3428,COF,2013
3429,COF,2014
3430,COF,2015
3431,COF,2016
3432,COF,2017
3433,COF,2018
3434,COF,2019
3435,COF,2020
3436,DLTR,2010
3437,DLTR,2011
3438,DLTR,2012
3439,DLTR,2013
3440,DLTR,2014
3441,DLTR,2015
3442,DLTR,2016
3443,DLTR,2017
3444,DLTR,2018
3445,DLTR,2019
3446,DLTR,2020
3447,ABC,2011
3448,ABC,2012
3449,ABC,2013
3450,ABC,2014
3451,ABC,2015
3452,ABC,2016
3453,ABC,2017
3454,ABC,2018
3455,ABC,2019
3456,ABC,2020
3457,DRI,2010
3458,DRI,2011
3459,DRI,2012
3460,DRI,2013
3461,DRI,2014
3462,DRI,2015
3463,DRI,2016
3464,DRI,2017
3465,DRI,2018
3466,DRI,2019
3467,RMD,2011
3468,RMD,2012
3469,RMD,2013
3470,RMD,2014
3471,RMD,2015
3472,RMD,2016
3473,RMD,2017
3474,RMD,2018
3475,RMD,2019
3476,RMD,2020
3477,BKR,2015
3478,BKR,2016
3479,BKR,2017
3480,BKR,2018
3481,BKR,2019
3482,BKR,2020
3483,VICI,2018
3484,VICI,2019
3485,VICI,2020
3486,MRNA,2017
3487,MRNA,2018
3488,MRNA,2019
3489,MRNA,2020
3490,DOW,2016
3491,DOW,2017
3492,DOW,2018
3493,DOW,2019
3494,DOW,2020
3495,FOXA,2015
3496,FOXA,2016
3497,FOXA,2017
3498,FOXA,2018
3499,FOXA,2019
3500,FOXA,2020
3501,CTVA,2016
3502,CTVA,2017
3503,CTVA,2018
3504,CTVA,2019
3505,CTVA,2020
3506,OTIS,2016
3507,OTIS,2017
3508,OTIS,2018
3509,OTIS,2019
3510,OTIS,2020
3511,CARR,2016
3512,CARR,2017
3513,CARR,2018
3514,CARR,2019
3515,CARR,2020
3516,OGN,2020
3517,GEHC,2020
3518,DISH,2011
3519,DISH,2012
3520,DISH,2013
3521,DISH,2014
3522,DISH,2015
3523,DISH,2016
3524,DISH,2017
3525,DISH,2018
3526,DISH,2019
3527,DISH,2020
3528,WAB,2011
3529,WAB,2012
3530,WAB,2013
3531,WAB,2014
3532,WAB,2015
3533,WAB,2016
3534,WAB,2017
3535,WAB,2018
3536,WAB,2019
3537,WAB,2020
3538,ACGL,2011
3539,ACGL,2012
3540,ACGL,2013
3541,ACGL,2014
3542,ACGL,2015
3543,ACGL,2016
3544,ACGL,2017
3545,ACGL,2018
3546,ACGL,2019
3547,ACGL,2020
3548,RE,2011
3549,RE,2012
3550,RE,2013
3551,RE,2014
3552,RE,2015
3553,RE,2016
3554,RE,2017
3555,RE,2018
3556,RE,2019
3557,RE,2020
3558,POOL,2011
3559,POOL,2012
3560,POOL,2013
3561,POOL,2014
3562,POOL,2015
3563,POOL,2016
3564,POOL,2017
3565,POOL,2018
3566,POOL,2019
3567,POOL,2020
3568,DVA,2011
3569,DVA,2012
3570,DVA,2013
3571,DVA,2014
3572,DVA,2015
3573,DVA,2016
3574,DVA,2017
3575,DVA,2018
3576,DVA,2019
3577,DVA,2020
3578,HSIC,2011
3579,HSIC,2012
3580,HSIC,2013
3581,HSIC,2014
3582,HSIC,2015
3583,HSIC,2016
3584,HSIC,2017
3585,HSIC,2018
3586,HSIC,2019
3587,HSIC,2020
3588,EL,2011
3589,EL,2012
3590,EL,2013
3591,EL,2014
3592,EL,2015
3593,EL,2016
3594,EL,2017
3595,EL,2018
3596,EL,2019
3597,EL,2020
3598,WAT,2011
3599,WAT,2012
3600,WAT,2013
3601,WAT,2014
3602,WAT,2015
3603,WAT,2016
3604,WAT,2017
3605,WAT,2018
3606,WAT,2019
3607,WAT,2020
3608,NTAP,2010
3609,NTAP,2011
3610,NTAP,2012
3611,NTAP,2013
3612,NTAP,2014
3613,NTAP,2015
3614,NTAP,2016
3615,NTAP,2017
3616,NTAP,2018
3617,NTAP,2019
3618,HIG,2011
3619,HIG,2012
3620,HIG,2013
3621,HIG,2014
3622,HIG,2015
3623,HIG,2016
3624,HIG,2017
3625,HIG,2018
3626,HIG,2019
3627,HIG,2020
3628,IRM,2011
3629,IRM,2012
3630,IRM,2013
3631,IRM,2014
3632,IRM,2015
3633,IRM,2016
3634,IRM,2017
3635,IRM,2018
3636,IRM,2019
3637,IRM,2020
3638,TRV,2011
3639,TRV,2012
3640,TRV,2013
3641,TRV,2014
3642,TRV,2015
3643,TRV,2016
3644,TRV,2017
3645,TRV,2018
3646,TRV,2019
3647,TRV,2020
3648,ANSS,2011
3649,ANSS,2012
3650,ANSS,2013
3651,ANSS,2014
3652,ANSS,2015
3653,ANSS,2016
3654,ANSS,2017
3655,ANSS,2018
3656,ANSS,2019
3657,ANSS,2020
3658,FDS,2011
3659,FDS,2012
3660,FDS,2013
3661,FDS,2014
3662,FDS,2015
3663,FDS,2016
3664,FDS,2017
3665,FDS,2018
3666,FDS,2019
3667,FDS,2020
3668,STLD,2011
3669,STLD,2012
3670,STLD,2013
3671,STLD,2014
3672,STLD,2015
3673,STLD,2016
3674,STLD,2017
3675,STLD,2018
3676,STLD,2019
3677,STLD,2020
3678,DGX,2011
3679,DGX,2012
3680,DGX,2013
3681,DGX,2014
3682,DGX,2015
3683,DGX,2016
3684,DGX,2017
3685,DGX,2018
3686,DGX,2019
3687,DGX,2020
3688,KMX,2010
3689,KMX,2011
3690,KMX,2012
3691,KMX,2013
3692,KMX,2014
3693,KMX,2015
3694,KMX,2016
3695,KMX,2017
3696,KMX,2018
3697,KMX,2019
3698,TTWO,2011
3699,TTWO,2012
3700,TTWO,2013
3701,TTWO,2014
3702,TTWO,2015
3703,TTWO,2016
3704,TTWO,2017
3705,TTWO,2018
3706,TTWO,2019
3707,AMZN,2011
3708,AMZN,2012
3709,AMZN,2013
3710,AMZN,2014
3711,AMZN,2015
3712,AMZN,2016
3713,AMZN,2017
3714,AMZN,2018
3715,AMZN,2019
3716,AMZN,2020
3717,ARE,2011
3718,ARE,2012
3719,ARE,2013
3720,ARE,2014
3721,ARE,2015
3722,ARE,2016
3723,ARE,2017
3724,ARE,2018
3725,ARE,2019
3726,ARE,2020
3727,QRVO,2010
3728,QRVO,2011
3729,QRVO,2012
3730,QRVO,2013
3731,QRVO,2014
3732,QRVO,2015
3733,QRVO,2016
3734,QRVO,2017
3735,QRVO,2018
3736,QRVO,2019
3737,RL,2010
3738,RL,2011
3739,RL,2012
3740,RL,2013
3741,RL,2014
3742,RL,2015
3743,RL,2016
3744,RL,2017
3745,RL,2018
3746,RL,2019
3747,BXP,2011
3748,BXP,2012
3749,BXP,2013
3750,BXP,2014
3751,BXP,2015
3752,BXP,2016
3753,BXP,2017
3754,BXP,2018
3755,BXP,2019
3756,BXP,2020
3757,YUM,2011
3758,YUM,2012
3759,YUM,2013
3760,YUM,2014
3761,YUM,2015
3762,YUM,2016
3763,YUM,2017
3764,YUM,2018
3765,YUM,2019
3766,YUM,2020
3767,CHRW,2011
3768,CHRW,2012
3769,CHRW,2013
3770,CHRW,2014
3771,CHRW,2015
3772,CHRW,2016
3773,CHRW,2017
3774,CHRW,2018
3775,CHRW,2019
3776,CHRW,2020
3777,MTD,2011
3778,MTD,2012
3779,MTD,2013
3780,MTD,2014
3781,MTD,2015
3782,MTD,2016
3783,MTD,2017
3784,MTD,2018
3785,MTD,2019
3786,MTD,2020
3787,URI,2011
3788,URI,2012
3789,URI,2013
3790,URI,2014
3791,URI,2015
3792,URI,2016
3793,URI,2017
3794,URI,2018
3795,URI,2019
3796,URI,2020
3797,VRSN,2011
3798,VRSN,2012
3799,VRSN,2013
3800,VRSN,2014
3801,VRSN,2015
3802,VRSN,2016
3803,VRSN,2017
3804,VRSN,2018
3805,VRSN,2019
3806,VRSN,2020
3807,PWR,2011
3808,PWR,2012
3809,PWR,2013
3810,PWR,2014
3811,PWR,2015
3812,PWR,2016
3813,PWR,2017
3814,PWR,2018
3815,PWR,2019
3816,PWR,2020
3817,AMCR,2011
3818,AMCR,2012
3819,AMCR,2013
3820,AMCR,2014
3821,AMCR,2015
3822,AMCR,2016
3823,AMCR,2017
3824,AMCR,2018
3825,AMCR,2019
3826,AMCR,2020
3827,NCLH,2011
3828,NCLH,2012
3829,NCLH,2013
3830,NCLH,2014
3831,NCLH,2015
3832,NCLH,2016
3833,NCLH,2017
3834,NCLH,2018
3835,NCLH,2019
3836,NCLH,2020
3837,AMT,2011
3838,AMT,2012
3839,AMT,2013
3840,AMT,2014
3841,AMT,2015
3842,AMT,2016
3843,AMT,2017
3844,AMT,2018
3845,AMT,2019
3846,AMT,2020
3847,VTR,2011
3848,VTR,2012
3849,VTR,2013
3850,VTR,2014
3851,VTR,2015
3852,VTR,2016
3853,VTR,2017
3854,VTR,2018
3855,VTR,2019
3856,VTR,2020
3857,CTSH,2011
3858,CTSH,2012
3859,CTSH,2013
3860,CTSH,2014
3861,CTSH,2015
3862,CTSH,2016
3863,CTSH,2017
3864,CTSH,2018
3865,CTSH,2019
3866,CTSH,2020
3867,CSGP,2011
3868,CSGP,2012
3869,CSGP,2013
3870,CSGP,2014
3871,CSGP,2015
3872,CSGP,2016
3873,CSGP,2017
3874,CSGP,2018
3875,CSGP,2019
3876,CSGP,2020
3877,RSG,2011
3878,RSG,2012
3879,RSG,2013
3880,RSG,2014
3881,RSG,2015
3882,RSG,2016
3883,RSG,2017
3884,RSG,2018
3885,RSG,2019
3886,RSG,2020
3887,CCI,2011
3888,CCI,2012
3889,CCI,2013
3890,CCI,2014
3891,CCI,2015
3892,CCI,2016
3893,CCI,2017
3894,CCI,2018
3895,CCI,2019
3896,CCI,2020
3897,EBAY,2011
3898,EBAY,2012
3899,EBAY,2013
3900,EBAY,2014
3901,EBAY,2015
3902,EBAY,2016
3903,EBAY,2017
3904,EBAY,2018
3905,EBAY,2019
3906,EBAY,2020
3907,GS,2011
3908,GS,2012
3909,GS,2013
3910,GS,2014
3911,GS,2015
3912,GS,2016
3913,GS,2017
3914,GS,2018
3915,GS,2019
3916,GS,2020
3917,NVDA,2010
3918,NVDA,2011
3919,NVDA,2012
3920,NVDA,2013
3921,NVDA,2014
3922,NVDA,2015
3923,NVDA,2016
3924,NVDA,2017
3925,NVDA,2018
3926,NVDA,2019
3927,NVDA,2020
3928,APTV,2011
3929,APTV,2012
3930,APTV,2013
3931,APTV,2014
3932,APTV,2015
3933,APTV,2016
3934,APTV,2017
3935,APTV,2018
3936,APTV,2019
3937,APTV,2020
3938,BKNG,2011
3939,BKNG,2012
3940,BKNG,2013
3941,BKNG,2014
3942,BKNG,2015
3943,BKNG,2016
3944,BKNG,2017
3945,BKNG,2018
3946,BKNG,2019
3947,BKNG,2020
3948,FFIV,2011
3949,FFIV,2012
3950,FFIV,2013
3951,FFIV,2014
3952,FFIV,2015
3953,FFIV,2016
3954,FFIV,2017
3955,FFIV,2018
3956,FFIV,2019
3957,FFIV,2020
3958,SBAC,2011
3959,SBAC,2012
3960,SBAC,2013
3961,SBAC,2014
3962,SBAC,2015
3963,SBAC,2016
3964,SBAC,2017
3965,SBAC,2018
3966,SBAC,2019
3967,SBAC,2020
3968,JNPR,2011
3969,JNPR,2012
3970,JNPR,2013
3971,JNPR,2014
3972,JNPR,2015
3973,JNPR,2016
3974,JNPR,2017
3975,JNPR,2018
3976,JNPR,2019
3977,JNPR,2020
3978,BLK,2011
3979,BLK,2012
3980,BLK,2013
3981,BLK,2014
3982,BLK,2015
3983,BLK,2016
3984,BLK,2017
3985,BLK,2018
3986,BLK,2019
3987,BLK,2020
3988,AKAM,2011
3989,AKAM,2012
3990,AKAM,2013
3991,AKAM,2014
3992,AKAM,2015
3993,AKAM,2016
3994,AKAM,2017
3995,AKAM,2018
3996,AKAM,2019
3997,AKAM,2020
3998,CHTR,2011
3999,CHTR,2012
4000,CHTR,2013
4001,CHTR,2014
4002,CHTR,2015
4003,CHTR,2016
4004,CHTR,2017
4005,CHTR,2018
4006,CHTR,2019
4007,CHTR,2020
4008,EXPE,2011
4009,EXPE,2012
4010,EXPE,2013
4011,EXPE,2014
4012,EXPE,2015
4013,EXPE,2016
4014,EXPE,2017
4015,EXPE,2018
4016,EXPE,2019
4017,EXPE,2020
4018,A,2011
4019,A,2012
4020,A,2013
4021,A,2014
4022,A,2015
4023,A,2016
4024,A,2017
4025,A,2018
4026,A,2019
4027,A,2020
4028,TDY,2011
4029,TDY,2012
4030,TDY,2013
4031,TDY,2014
4032,TDY,2015
4033,TDY,2016
4034,TDY,2017
4035,TDY,2018
4036,TDY,2019
4037,TDY,2020
4038,PKG,2011
4039,PKG,2012
4040,PKG,2013
4041,PKG,2014
4042,PKG,2015
4043,PKG,2016
4044,PKG,2017
4045,PKG,2018
4046,PKG,2019
4047,PKG,2020
4048,EW,2011
4049,EW,2012
4050,EW,2013
4051,EW,2014
4052,EW,2015
4053,EW,2016
4054,EW,2017
4055,EW,2018
4056,EW,2019
4057,EW,2020
4058,MET,2011
4059,MET,2012
4060,MET,2013
4061,MET,2014
4062,MET,2015
4063,MET,2016
4064,MET,2017
4065,MET,2018
4066,MET,2019
4067,MET,2020
4068,ON,2011
4069,ON,2012
4070,ON,2013
4071,ON,2014
4072,ON,2015
4073,ON,2016
4074,ON,2017
4075,ON,2018
4076,ON,2019
4077,ON,2020
4078,NRG,2011
4079,NRG,2012
4080,NRG,2013
4081,NRG,2014
4082,NRG,2015
4083,NRG,2016
4084,NRG,2017
4085,NRG,2018
4086,NRG,2019
4087,NRG,2020
4088,ISRG,2011
4089,ISRG,2012
4090,ISRG,2013
4091,ISRG,2014
4092,ISRG,2015
4093,ISRG,2016
4094,ISRG,2017
4095,ISRG,2018
4096,ISRG,2019
4097,ISRG,2020
4098,CRL,2011
4099,CRL,2012
4100,CRL,2013
4101,CRL,2014
4102,CRL,2015
4103,CRL,2016
4104,CRL,2017
4105,CRL,2018
4106,CRL,2019
4107,CRL,2020
4108,ILMN,2011
4109,ILMN,2012
4110,ILMN,2013
4111,ILMN,2014
4112,ILMN,2015
4113,ILMN,2016
4114,ILMN,2017
4115,ILMN,2018
4116,ILMN,2019
4117,ILMN,2020
4118,EQIX,2011
4119,EQIX,2012
4120,EQIX,2013
4121,EQIX,2014
4122,EQIX,2015
4123,EQIX,2016
4124,EQIX,2017
4125,EQIX,2018
4126,EQIX,2019
4127,EQIX,2020
4128,MCO,2011
4129,MCO,2012
4130,MCO,2013
4131,MCO,2014
4132,MCO,2015
4133,MCO,2016
4134,MCO,2017
4135,MCO,2018
4136,MCO,2019
4137,MCO,2020
4138,TPR,2011
4139,TPR,2012
4140,TPR,2013
4141,TPR,2014
4142,TPR,2015
4143,TPR,2016
4144,TPR,2017
4145,TPR,2018
4146,TPR,2019
4147,TPR,2020
4148,ALGN,2011
4149,ALGN,2012
4150,ALGN,2013
4151,ALGN,2014
4152,ALGN,2015
4153,ALGN,2016
4154,ALGN,2017
4155,ALGN,2018
4156,ALGN,2019
4157,ALGN,2020
4158,GRMN,2011
4159,GRMN,2012
4160,GRMN,2013
4161,GRMN,2014
4162,GRMN,2015
4163,GRMN,2016
4164,GRMN,2017
4165,GRMN,2018
4166,GRMN,2019
4167,GRMN,2020
4168,GPN,2010
4169,GPN,2011
4170,GPN,2012
4171,GPN,2013
4172,GPN,2014
4173,GPN,2015
4174,GPN,2016
4175,GPN,2017
4176,GPN,2018
4177,GPN,2019
4178,GPN,2020
4179,MDLZ,2011
4180,MDLZ,2012
4181,MDLZ,2013
4182,MDLZ,2014
4183,MDLZ,2015
4184,MDLZ,2016
4185,MDLZ,2017
4186,MDLZ,2018
4187,MDLZ,2019
4188,MDLZ,2020
4189,PRU,2011
4190,PRU,2012
4191,PRU,2013
4192,PRU,2014
4193,PRU,2015
4194,PRU,2016
4195,PRU,2017
4196,PRU,2018
4197,PRU,2019
4198,PRU,2020
4199,ACN,2011
4200,ACN,2012
4201,ACN,2013
4202,ACN,2014
4203,ACN,2015
4204,ACN,2016
4205,ACN,2017
4206,ACN,2018
4207,ACN,2019
4208,ACN,2020
4209,WTW,2011
4210,WTW,2012
4211,WTW,2013
4212,WTW,2014
4213,WTW,2015
4214,WTW,2016
4215,WTW,2017
4216,WTW,2018
4217,WTW,2019
4218,WTW,2020
4219,ZBH,2011
4220,ZBH,2012
4221,ZBH,2013
4222,ZBH,2014
4223,ZBH,2015
4224,ZBH,2016
4225,ZBH,2017
4226,ZBH,2018
4227,ZBH,2019
4228,ZBH,2020
4229,ELV,2011
4230,ELV,2012
4231,ELV,2013
4232,ELV,2014
4233,ELV,2015
4234,ELV,2016
4235,ELV,2017
4236,ELV,2018
4237,ELV,2019
4238,ELV,2020
4239,CNC,2011
4240,CNC,2012
4241,CNC,2013
4242,CNC,2014
4243,CNC,2015
4244,CNC,2016
4245,CNC,2017
4246,CNC,2018
4247,CNC,2019
4248,CNC,2020
4249,PFG,2011
4250,PFG,2012
4251,PFG,2013
4252,PFG,2014
4253,PFG,2015
4254,PFG,2016
4255,PFG,2017
4256,PFG,2018
4257,PFG,2019
4258,PFG,2020
4259,AAP,2011
4260,AAP,2012
4261,AAP,2013
4262,AAP,2014
4263,AAP,2015
4264,AAP,2016
4265,AAP,2017
4266,AAP,2018
4267,AAP,2019
4268,AAP,2020
4269,NFLX,2011
4270,NFLX,2012
4271,NFLX,2013
4272,NFLX,2014
4273,NFLX,2015
4274,NFLX,2016
4275,NFLX,2017
