,Unnamed: 0,total_director_comp,year,mkvalt,size_category,signature_index,net_income,num_employees,debt_to_equity,assets_in_place,capex_by_assets,return_on_equity
8279,8279,3054.129,2013,8.27980471114957,Small,e6e884d80e88924aaa0ed06dcdbc8028,,1.791759469228055,2.36985346002301,0.2645930801523889,0.0211290956295006,-0.0163167721188709
8280,8280,3054.129,2014,8.566587991803964,Small,5843eec564fc276b2bf920760202c406,,1.9600947840472698,2.7593937811066405,0.2738068642093473,0.0234011604281086,-0.0308510650362156
8281,8281,3054.129,2015,8.5121821169283,Small,8f21fcbaa3e8e5d3d30fbf453ed8dfc4,,2.0014800002101243,2.8616192695575164,0.2643653467630365,0.0237296563169204,-0.0076322406480067
8282,8282,3054.129,2016,8.59936448742199,Small,f8c678c83c37a7d8a7ec506a99c88bab,,2.066862759472976,3.3429551086622964,0.2589650156361649,0.0233097169659611,-0.0161090822680863
8283,8283,3054.129,2017,9.089053175162162,Small,9603bee6af5124567532fe5a145bf543,,2.0412203288596382,3.593998316831763,0.2641579496319263,0.0231457800303789,-0.0106699851419072
8284,8284,3054.129,2018,9.244621482277042,Medium,77e52f23f338c71fd2616b73e1e3c432,,2.1162555148025524,4.500541732977151,0.2580192736358978,0.0256978362471257,-0.0069497562632811
8285,8285,3054.129,2019,9.633897737033987,Medium,55d8b964b55161e3d18b7739948c4c79,,2.174751721484161,4.94531982837734,0.2683446728879305,0.03177327340473,-0.0130120706057343
8286,8286,818.38,2012,9.13226247779181,Small,c1644099b31c92efb0bec088d440db5e,5.187279654955552,3.2771447329921766,0.3832067413762698,0.8756282291894205,0.100940170559154,0.1595757864845466
8287,8287,818.38,2013,9.713159732983463,Medium,d264f41b2797d34bc339271781d0501b,5.370382181448203,3.43204984514492,0.3649420719269583,0.7872824680700592,0.1060451495396082,0.150806001229208
8288,8288,818.38,2014,9.9635610483929,Medium,042d156cbda1f69e5f4a79bf5be16d73,5.627621113690637,3.6192613872330663,0.3392986421344446,0.7860286084641214,0.1180804798081342,0.1666000466240418
8289,8289,818.38,2015,9.593950551457748,Medium,bdf03e3e2e014879e9d7a1f8d8e3916e,5.791298724176244,3.814189645079383,,0.7418751990762861,0.0995013139034878,0.1629628523650262
8290,8290,818.38,2016,9.293955015760504,Medium,67f865956d36192210d7a2c3e307874d,6.098914378624574,3.97198858659558,,0.6757531069774201,0.0991994219028899,0.1749112923337333
8291,8291,818.38,2017,8.999663142170366,Small,9b835c9b17c6037b199ec09669b8265d,6.164581370022251,4.083115080270552,,0.7112102972918821,0.0944630331889209,0.1745286169215718
8292,8292,818.38,2018,9.389263460513153,Medium,57e84064797363a2f5bbcc607c3db750,3.1327949239423307,4.167749906638376,,1.0606701633628697,0.1277536235818218,0.0113212408253677
8293,8293,818.38,2019,10.053371489892864,Medium,6cfed91a5c1f332a2e0b7ea0c888e61f,5.171920462824113,4.232511029605105,,1.1327658318065477,0.1059675650097864,0.0861581313315983
8294,8294,2660.8920000000003,2012,9.233824547383296,Medium,bbfa239496c2d5220b3191b37c59f619,6.002651736498547,3.4965075614664802,1.1869377811094453,0.055614399299524,0.0093773390388227,0.0285627533223177
8295,8295,2660.8920000000003,2013,9.65498824379961,Medium,bda41e4713e9baa314bf6d8cf6971f25,6.151881268513887,3.4965075614664802,1.1067353529140398,0.0637406757508141,0.008946946556617,0.0339102994591393
8296,8296,2660.8920000000003,2014,9.782493241248996,Medium,6dcfabd1076ec3ac105db6312a902922,6.133831788394904,3.5553480614894135,1.0173470463340812,0.0719942138940345,0.0091293534174188,0.0340376539701985
8297,8297,2660.8920000000003,2015,9.886580429219414,Medium,0992078fea43e37a5309a8ea2c7fc3d8,6.2007119932300805,3.6375861597263857,1.0976065648506952,0.0771770975852608,0.0094340298421931,0.0353220965465863
8298,8298,2660.8920000000003,2016,10.1189988521744,Medium,316ad1582bbc6ca69a93871756c4dfa5,6.520768392119746,3.6888794541139363,1.1940457852273247,0.0829448021762336,0.0102269205605867,0.0467683619710065
8299,8299,2660.8920000000003,2017,10.352394260999118,Medium,1040770b2aacbc7b6dba175038012e65,6.448097941790546,4.007333185232471,1.8090333655187207,0.0531352783530271,0.0050744609574856,0.0240399256913144
