signature_index,total_director_comp
636e287ef3dbf22c25aa5fd945abbadc,1975.968
636e287ef3dbf22c25aa5fd945abbadc,1975.968
636e287ef3dbf22c25aa5fd945abbadc,1975.968
e87631c8c40a4501a906b3db4916ff63,1625.8339999999998
beb14ae59e93f32068a3f030911425b1,1428.87
cc46cf398ccb52ef31f283bd84f7fb5f,1397.349
e83b585428724243c39a2acf2430b7db,1397.349
66edd9637413ac7b04728f0e90a11f68,1397.349
2e55e16bb7ab8afe714d644dd58fc40e,3614.541
d394b55f1cb40d1c9c3bd5acc2ce65a9,3614.541
721de9a561fc41b8e4543745f1843b44,1450.5
0fa17721dd2b47d376927b52fc3a7516,1450.5
866cbe1aa87d005455cdfd0cffb4d61f,1246.286
866cbe1aa87d005455cdfd0cffb4d61f,1246.286
866cbe1aa87d005455cdfd0cffb4d61f,1246.286
866cbe1aa87d005455cdfd0cffb4d61f,1246.286
63f753273e400ef124aefbe74b411bbc,1246.286
63f753273e400ef124aefbe74b411bbc,1246.286
63f753273e400ef124aefbe74b411bbc,1246.286
63f753273e400ef124aefbe74b411bbc,1246.286
09eb857cfd88a45908a828f861367a82,1246.286
09eb857cfd88a45908a828f861367a82,1246.286
09eb857cfd88a45908a828f861367a82,1246.286
09eb857cfd88a45908a828f861367a82,1246.286
152df944db21294282735bce6e68fcc9,1246.286
152df944db21294282735bce6e68fcc9,1246.286
152df944db21294282735bce6e68fcc9,1246.286
152df944db21294282735bce6e68fcc9,1246.286
bcf321a47d33ce21cec9a9963424ba3a,1351.227
66b6037072806196c95350e8549874d9,1351.227
5d53eb362c6252a5161f07dca6f2412c,1351.227
09bdef0760c041f90ff964d481ff8604,3179.2
251734003b71d712a53f4705173532fe,3179.2
7ab524d59afe5e3968f9bf56e9610433,2138.7
88dfa323c070d30f2896dd5047c45db3,1653.569
9566ca55465fac88e1fddcc9783b753c,1653.569
6dc70b318c562f92e83b67679bba93ba,555.0
345bc28610ffe77e7c095cf0d1aea908,555.0
d83f5b0526bbc7e91e90a39ecb31795f,1311.08
53195ce2ec476d9c03873c0b00f23772,1311.08
3ca4a90bb8b800a9e52d0bc0282577ea,1315.187
5e6595b2a21246e3826612a932622752,1315.187
bc2ede3b9ee63808ee63f5e9a6f298e2,1260.134
1e9ae85739f00bd65b6fbddde4681742,1801.05
5c199307062f2b32b4004f6f1dda9900,1575.0
9ae4ea5a4a8bc1102d41b3f2939d4eab,1575.0
bca973a0ef66bc047cc574fae5562042,1575.0
09a9a49eb17044eaa5ec97c443c94245,97.0
9216ee2f1d06bc88aed7c6722949b9b6,1354.971
fb565b79de2c661228007a3bdfbb5b80,1354.971
edd99be0c1fee39f51fab50f8d264239,2694.229
5011c6a5581a66ad47cd1946abbcaf83,2694.229
a44c97d9dc16dc26c45afe3538b1d39f,2181.704
143a1634e692588a5599f3d342d09939,1223.366
b6c610f9bd76c5f3b24e65dea3748802,1223.366
6af8abb562d500f7bb5c8fdacfaa92c5,795.5
166d6be12a1c29be974243dc5af54d00,1317.319
fd570f2d234a400c86a3170f73afae48,1317.319
27a68c1f09dd871a1c720cca6bea7db1,2641.105
498912cb6dbde6824f2468002045e2b3,2641.105
453281e642ca304163527878e06d702d,2370.845
51e1e9a8dfc0518e9c4b612473152616,2370.845
18a74b1d612f356b9fd293e7d3eaaee9,2370.845
1b8a7f98496466c72f6ca3f40087f22a,1433.953
ec267c126bac13cde02dac75ed1010dd,1722.5
7b80e85e47e46f4c7570cd7ebe1c9248,1282.1
7b80e85e47e46f4c7570cd7ebe1c9248,1282.1
7b80e85e47e46f4c7570cd7ebe1c9248,1282.1
7b80e85e47e46f4c7570cd7ebe1c9248,1282.1
fcb529ce4460361ab16f85a31a3ea643,1282.1
fcb529ce4460361ab16f85a31a3ea643,1282.1
fcb529ce4460361ab16f85a31a3ea643,1282.1
fcb529ce4460361ab16f85a31a3ea643,1282.1
531c066363e3b224ab73cce7d6f87142,1015.0
8060c199aef5a716d2fe2168685ba82e,1911.891
8060c199aef5a716d2fe2168685ba82e,1911.891
8060c199aef5a716d2fe2168685ba82e,1911.891
8060c199aef5a716d2fe2168685ba82e,1911.891
038114235774ec3cb23aea829b378e7a,1911.891
038114235774ec3cb23aea829b378e7a,1911.891
038114235774ec3cb23aea829b378e7a,1911.891
038114235774ec3cb23aea829b378e7a,1911.891
044eccb2a161bbca4d44181f656e2259,1911.891
044eccb2a161bbca4d44181f656e2259,1911.891
044eccb2a161bbca4d44181f656e2259,1911.891
044eccb2a161bbca4d44181f656e2259,1911.891
290c6d1b96e8c8487c618e2d79c12f62,1911.891
290c6d1b96e8c8487c618e2d79c12f62,1911.891
290c6d1b96e8c8487c618e2d79c12f62,1911.891
290c6d1b96e8c8487c618e2d79c12f62,1911.891
25d027e32b220dc19b0eb272147c5448,1911.891
25d027e32b220dc19b0eb272147c5448,1911.891
25d027e32b220dc19b0eb272147c5448,1911.891
25d027e32b220dc19b0eb272147c5448,1911.891
7d519164636dc3cfe4c84669f24e6fe7,1911.891
7d519164636dc3cfe4c84669f24e6fe7,1911.891
7d519164636dc3cfe4c84669f24e6fe7,1911.891
7d519164636dc3cfe4c84669f24e6fe7,1911.891
bed9f09682211daf0bf392dd57fe8dad,1378.05
bed9f09682211daf0bf392dd57fe8dad,1378.05
bed9f09682211daf0bf392dd57fe8dad,1378.05
bed9f09682211daf0bf392dd57fe8dad,1378.05
adc07875483d9db8d2d47602e279dc36,1378.05
adc07875483d9db8d2d47602e279dc36,1378.05
adc07875483d9db8d2d47602e279dc36,1378.05
adc07875483d9db8d2d47602e279dc36,1378.05
873fccca2bf6cbb0f2ce481330143693,1188.928
de685ea7ec5d5105b46a64a1d3fe3bc0,772.64
de685ea7ec5d5105b46a64a1d3fe3bc0,772.64
de685ea7ec5d5105b46a64a1d3fe3bc0,772.64
de685ea7ec5d5105b46a64a1d3fe3bc0,772.64
716b8f36f8e8d9ded7a85430e9bcaacd,772.64
716b8f36f8e8d9ded7a85430e9bcaacd,772.64
716b8f36f8e8d9ded7a85430e9bcaacd,772.64
716b8f36f8e8d9ded7a85430e9bcaacd,772.64
a3b6f95bff5c1506d46d1c915591cded,772.64
a3b6f95bff5c1506d46d1c915591cded,772.64
