Unnamed: 0,GVKEY,TICKER,TOTAL_SEC,OTHCOMP,NONEQ_INCENT,CASH_FEES,STOCK_AWARDS,OPTION_AWARDS,SPCODE,CUSIP,CONAME,YEAR,YEAR_y,total_director_comp,total_OTHCOMP,total_NONEQ_INCENT,total_CASH_FEES,total_STOCK_AWARDS,total_OPTION_AWARDS,MKVALT,size_category,signature_index
936,5047,GE,334.987,47.042,0.0,0.0,287.945,0.0,SP,36960430,GENERAL ELECTRIC CO,2013,2010,4741.353,635.646,0.0,829.0,3276.707,0.0,282006.4944,Large,9f6a423d873a57d59c075fbc921e3e11
937,5047,GE,348.173,50.613,0.0,0.0,297.56,0.0,SP,36960430,GENERAL ELECTRIC CO,2014,2010,4741.353,635.646,0.0,829.0,3276.707,0.0,254149.9926,Large,bf02ef4873e803c9aea761c19269bfb5
938,5047,GE,324.237,25.0,0.0,0.0,299.237,0.0,SP,36960430,GENERAL ELECTRIC CO,2015,2010,4741.353,635.646,0.0,829.0,3276.707,0.0,292164.8212,Large,07e7bf3c2b0613dc24bdbb50df403410
939,5047,GE,346.321,21.262,0.0,0.0,325.059,0.0,SP,36960430,GENERAL ELECTRIC CO,2016,2010,4741.353,635.646,0.0,829.0,3276.707,0.0,276266.6024,Large,85bb50094f3955f817a1d87c51a1f578
1065,5680,HD,294.0,14.0,0.0,50.0,230.0,0.0,SP,43707610,HOME DEPOT INC,2017,2010,2422.75,57.75,0.0,525.0,1840.0,0.0,232642.2,Large,cac8bba9a1d62159f06bdcf89f016668
1066,5680,HD,295.0,15.0,0.0,50.0,230.0,0.0,SP,43707610,HOME DEPOT INC,2018,2010,2422.75,57.75,0.0,525.0,1840.0,0.0,202800.65,Large,1ba3da766c807429a7ddff6f097e81db
1067,5680,HD,310.0,15.0,0.0,65.0,230.0,0.0,SP,43707610,HOME DEPOT INC,2019,2010,2422.75,57.75,0.0,525.0,1840.0,0.0,245663.7,Large,a6a2d142aad54303899f69c436cfdecc
1135,6008,INTC,281.7,0.0,0.0,97.5,184.2,0.0,SP,45814010,INTEL CORP,2017,2010,6237.05,16.4,0.0,911.25,5281.4,0.0,216351.92,Large,1a16469b3a44eec99c2222f6e5f50b47
1136,6008,INTC,331.0,0.0,0.0,110.0,0.0,0.0,SP,45814010,INTEL CORP,2018,2010,6237.05,16.4,0.0,911.25,5281.4,0.0,211935.88,Large,c2c21b8862a421b6c54db35045f3dbb1
1137,6008,INTC,322.1,0.0,0.0,127.5,194.6,0.0,SP,45814010,INTEL CORP,2019,2010,6237.05,16.4,0.0,911.25,5281.4,0.0,256756.5,Large,d02e739b84e1e37adca7e968c0968af9
1139,6066,IBM,297.884,47.884,0.0,250.0,0.0,0.0,SP,45920010,INTL BUSINESS MACHINES CORP,2011,2010,6881.837,3740.587,0.0,3141.25,0.0,0.0,213886.09,Large,e0d3036221dfba7135518036aa9bd034
1140,6066,IBM,309.825,59.825,0.0,250.0,0.0,0.0,SP,45920010,INTL BUSINESS MACHINES CORP,2012,2010,6881.837,3740.587,0.0,3141.25,0.0,0.0,214031.8404,Large,4cbec61c309f0157cdc6630769e160d8
1191,6266,JNJ,294.989,20.0,0.0,130.0,144.989,0.0,SP,47816010,JOHNSON & JOHNSON,2013,2010,2308.698,104.698,0.0,1145.0,1059.0,0.0,258341.3185,Large,9da0d65e2d36c6b6ff6cfe33f16536aa
1192,6266,JNJ,284.923,0.0,0.0,130.0,154.924,0.0,SP,47816010,JOHNSON & JOHNSON,2014,2010,2308.698,104.698,0.0,1145.0,1059.0,0.0,291041.6291,Large,6e40b928f10e321fcbe3ec50d7642a3f
1193,6266,JNJ,304.899,20.0,0.0,130.0,154.899,0.0,SP,47816010,JOHNSON & JOHNSON,2015,2010,2308.698,104.698,0.0,1145.0,1059.0,0.0,283010.2406,Large,f27aaccca58be94b18fdb0bea105d01b
1194,6266,JNJ,314.985,20.0,0.0,130.0,164.985,0.0,SP,47816010,JOHNSON & JOHNSON,2016,2010,2308.698,104.698,0.0,1145.0,1059.0,0.0,311817.1323,Large,bd1c46d61e561de5ebb5462245d944e1
